"feature"	"coef_LR"	"pval_LR"	"qval_LR"	"metadata"
"s__Anaerostipes_hadrus|t__SGB4547"	-1.31031750705554	0.0244842312330862	1	"diagnosis"
"s__Eubacterium_sp_AF16_48|t__SGB5042"	-1.19362740781519	0.08448009706839	1	"diagnosis"
"s__GGB9523_SGB14922|t__SGB14922"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__Anaerotignum_faecicola|t__SGB5190"	0.166415909165479	0.779769583954218	1	"diagnosis"
"s__GGB3602_SGB4574|t__SGB4574"	1.11691074115986	0.343621498381955	1	"diagnosis"
"s__Veillonella_dispar|t__SGB6952"	-0.0298234549421567	0.956073991386838	1	"diagnosis"
"s__Coprobacillus_SGB6753|t__SGB6753"	-0.023589847716865	0.98422290153272	1	"diagnosis"
"s__Collinsella_bouchesdurhonensis|t__SGB14397"	17.6458920521458	0.997379854613205	1	"diagnosis"
"s__Alistipes_communis|t__SGB2290"	-0.464290167195812	0.379267949502378	1	"diagnosis"
"s__Haemophilus_parainfluenzae|t__SGB9663_group"	-0.314499027502213	0.529844253234107	1	"diagnosis"
"s__Veillonella_rogosae|t__SGB6956"	0.630639609505447	0.445446867416372	1	"diagnosis"
"s__Candidatus_Pseudoruminococcus_merdavium|t__SGB71394"	-19.2764008284444	0.997225793436784	1	"diagnosis"
"s__Proteus_vulgaris|t__SGB9993"	1.91511393618201e-14	1	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15333"	-0.232544994544716	0.76277457420336	1	"diagnosis"
"s__Neobittarella_massiliensis|t__SGB7264"	0.671297853472021	0.552098435526288	1	"diagnosis"
"s__Haemophilus_SGB66626|t__SGB66626"	1.91511393618201e-14	1	1	"diagnosis"
"s__Blautia_hansenii|t__SGB4794"	-1.64070572726396	0.19523240291271	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15317"	-0.566356043023604	0.250039713998987	1	"diagnosis"
"s__Erysipelotrichaceae_bacterium_3_1_53|t__SGB4036"	1.91511393618201e-14	1	1	"diagnosis"
"s__Butyricicoccus_sp_AM29_23AC|t__SGB14991"	-0.415570888210179	0.647446855637143	1	"diagnosis"
"s__Clostridium_spiroforme|t__SGB6747"	0.70368184331223	0.528542041940495	1	"diagnosis"
"s__Hafnia_paralvei|t__SGB10207"	-19.360215110703	0.997324495038494	1	"diagnosis"
"s__Roseburia_SGB4949|t__SGB4949"	-0.652715981317465	0.495453658547931	1	"diagnosis"
"s__Roseburia_sp_AM23_20|t__SGB4950"	-0.327779036813765	0.794356484266514	1	"diagnosis"
"s__Bifidobacterium_adolescentis|t__SGB17244_group"	-0.549022398433273	0.277658246518396	1	"diagnosis"
"s__Eubacterium_ventriosum|t__SGB5045"	-0.659329485590089	0.184463196165767	1	"diagnosis"
"s__Collinsella_SGB14987|t__SGB14987"	17.1123340123621	0.99375986352115	1	"diagnosis"
"s__Anaerobutyricum_soehngenii|t__SGB4537"	-0.455326463004208	0.502695151166054	1	"diagnosis"
"s__Phascolarctobacterium_SGB4573|t__SGB4573"	-0.335392889092476	0.712765574764243	1	"diagnosis"
"s__Mediterraneibacter_butyricigenes|t__SGB25493"	-1.64964795232609	0.0915731967134671	1	"diagnosis"
"s__Rothia_mucilaginosa|t__SGB16971_group"	19.9690717568322	0.996340053780148	1	"diagnosis"
"s__Phocaeicola_plebeius|t__SGB1903"	-0.99518263674482	0.339261106195404	1	"diagnosis"
"s__Desulfovibrio_SGB5077|t__SGB5077"	-0.643055021137191	0.234839003431636	1	"diagnosis"
"s__Oscillibacter_sp_ER4|t__SGB15254"	-0.156325730798253	0.770516140112893	1	"diagnosis"
"s__GGB1407_SGB1930|t__SGB1930"	-0.992302572231214	0.491969269801608	1	"diagnosis"
"s__Clostridiaceae_unclassified_SGB4771|t__SGB4771"	-0.731225735909794	0.297059855090386	1	"diagnosis"
"s__Alistipes_shahii|t__SGB2295"	-1.60458360902804	0.00381892037205316	0.650566832943227	"diagnosis"
"s__GGB3612_SGB4882|t__SGB4882"	-0.418810912500365	0.498622027342565	1	"diagnosis"
"s__Faecalibacillus_faecis|t__SGB6750"	-0.449977986831858	0.560130813622674	1	"diagnosis"
"s__Anaerosacchariphilus_sp_NSJ_68|t__SGB4772"	-1.27860322714414	0.136652095116948	1	"diagnosis"
"s__GGB9614_SGB15049|t__SGB15049"	-1.30674003813701	0.0252788750042598	1	"diagnosis"
"s__Clostridium_SGB6179|t__SGB6179"	-1.37254731278985	0.158112830056646	1	"diagnosis"
"s__Butyricimonas_paravirosa|t__SGB1785"	-1.31898041106904	0.0681533788197283	1	"diagnosis"
"s__GGB79678_SGB4833|t__SGB4833"	18.3458343555042	0.997424033812955	1	"diagnosis"
"s__Butyricimonas_faecalis|t__SGB1782"	-1.04102624317735	0.470475285663292	1	"diagnosis"
"s__Blautia_glucerasea|t__SGB4816"	-0.157242066173287	0.841762866768658	1	"diagnosis"
"s__GGB80011_SGB15265|t__SGB15265"	-0.0924438212758919	0.876909019963169	1	"diagnosis"
"s__Candidatus_Allochristensenella_caecavium|t__SGB63369"	0.368075454388795	0.75221647439036	1	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15158"	-0.683950880603253	0.235592416641731	1	"diagnosis"
"s__GGB79998_SGB48024|t__SGB48024"	-0.552495860157804	0.556404049779022	1	"diagnosis"
"s__GGB79734_SGB15291|t__SGB15291"	-1.42836902412566	0.0271865109850389	1	"diagnosis"
"s__Alistipes_ihumii|t__SGB2328"	-0.416887356834076	0.49980659917411	1	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4770"	-1.88513563901136	0.000540356513786125	0.369318447734304	"diagnosis"
"s__Clostridium_sp_AM33_3|t__SGB4711"	-1.66975310265502	0.00170645482828068	0.650566832943227	"diagnosis"
"s__Faecalicatena_fissicatena|t__SGB4871"	-1.46938768036765	0.00509107638971782	0.650566832943227	"diagnosis"
"s__Alistipes_senegalensis|t__SGB2296"	0.74332516979487	0.510299277964966	1	"diagnosis"
"s__GGB3730_SGB5060|t__SGB5060"	-0.538565140754857	0.534635538203174	1	"diagnosis"
"s__GGB3722_SGB5050|t__SGB5050"	0.436233123272734	0.704749736602721	1	"diagnosis"
"s__Eubacteriales_unclassified_SGB15145|t__SGB15145"	-1.09959244340833	0.0848353580403326	1	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4149|t__SGB15091"	-0.440414395529229	0.512682908231404	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15322"	-0.219321584403088	0.811241227793623	1	"diagnosis"
"s__Blautia_sp_MSK_20_85|t__SGB4828"	-0.00880732061570124	0.99044039564658	1	"diagnosis"
"s__GGB34797_SGB14322|t__SGB14322"	-0.443790055025417	0.650315478005181	1	"diagnosis"
"s__Candidatus_Stoquefichus_sp_SB1|t__SGB6772"	17.5013673212397	0.997665392580642	1	"diagnosis"
"s__Desulfovibrio_piger|t__SGB15465"	0.411253914946159	0.721169278887784	1	"diagnosis"
"s__GGB51510_SGB71883|t__SGB71883"	0.576240829444357	0.609212274610962	1	"diagnosis"
"s__GGB3534_SGB4722|t__SGB4722"	17.5930572911573	0.993416970855556	1	"diagnosis"
"s__Butyricimonas_faecihominis|t__SGB1786"	-1.62946571687988	0.0400995018898846	1	"diagnosis"
"s__Sanguibacter_SGB15121|t__SGB15121"	-0.194533598538307	0.83297428033707	1	"diagnosis"
"s__Eubacterium_ramulus|t__SGB4959"	-0.636973544445723	0.206432103832889	1	"diagnosis"
"s__Clostridiales_bacterium_Choco116|t__SGB15149"	-0.0367963267182342	0.950470380249842	1	"diagnosis"
"s__Blautia_schinkii|t__SGB4825"	-0.730997495662475	0.621701856586446	1	"diagnosis"
"s__Lachnospiraceae_bacterium_Marseille_Q4251|t__SGB4780"	-1.20611521688572	0.0628626253399129	1	"diagnosis"
"s__Adlercreutzia_equolifaciens|t__SGB14798"	-2.11120189850165	0.0778194971616869	1	"diagnosis"
"s__Anaerofilum_sp_BX8|t__SGB79822"	-0.377717346360722	0.704729080550645	1	"diagnosis"
"s__GGB36599_SGB9269|t__SGB9269"	17.164952613226	0.996239287089515	1	"diagnosis"
"s__Lachnospira_sp_NSJ_43|t__SGB5087"	-1.18031524243994	0.0378807450087962	1	"diagnosis"
"s__GGB51441_SGB71759|t__SGB71759"	-0.895771792903344	0.396346471668437	1	"diagnosis"
"s__Oscillospiraceae_bacterium_Marseille_Q3528|t__SGB4778"	-1.65157738423762	0.00256013121528907	0.650566832943227	"diagnosis"
"s__Waltera_intestinalis|t__SGB4910"	-0.605143473141406	0.219445130043787	1	"diagnosis"
"s__Intestinimonas_SGB15130|t__SGB15130"	16.7482874636077	0.995968072297602	1	"diagnosis"
"s__Coprobacter_fastidiosus|t__SGB1963"	-0.807681499965153	0.264102372591712	1	"diagnosis"
"s__Anaerotignum_lactatifermentans|t__SGB5193"	-1.01681907668281	0.25743658541504	1	"diagnosis"
"s__Pseudoflavonifractor_sp_An184|t__SGB15156"	0.154650478784731	0.860557697012035	1	"diagnosis"
"s__GGB9743_SGB15349|t__SGB15349"	16.7872517526787	0.993999492571343	1	"diagnosis"
"s__Lacrimispora_saccharolytica|t__SGB4877"	-33.3101186828963	0.999487601235399	1	"diagnosis"
"s__Gemmiger_SGB15299|t__SGB15299"	-1.42622652038074	0.0412529096863995	1	"diagnosis"
"s__Oscillibacter_SGB15077|t__SGB15077"	0.00140744030392722	0.998788491828996	1	"diagnosis"
"s__GGB9110_SGB14043|t__SGB14043"	-33.3101186828963	0.999487601235399	1	"diagnosis"
"s__Faecalibacillus_intestinalis|t__SGB6754"	-1.38115248399769	0.00761330587168186	0.701979329669137	"diagnosis"
"s__Clostridiales_bacterium_CHKCI006|t__SGB7261"	16.8078796568456	0.996209272921872	1	"diagnosis"
"s__Lawsonibacter_sp_NSJ_52|t__SGB15125"	-0.856428899540109	0.291321563631335	1	"diagnosis"
"s__GGB9719_SGB15272|t__SGB15272"	-0.147196523795577	0.845017223056545	1	"diagnosis"
"s__GGB9646_SGB15123|t__SGB15123"	-0.666274574304373	0.518072847960775	1	"diagnosis"
"s__GGB80003_SGB14846|t__SGB14846"	-6.79993416221805	0.261474459080579	1	"diagnosis"
"s__GGB9469_SGB14863|t__SGB14863"	-0.557993607012728	0.700118793848753	1	"diagnosis"
"s__Clostridium_scindens|t__SGB4630"	0.0367172261416689	0.959747129211234	1	"diagnosis"
"s__Gemmiger_formicilis|t__SGB15305"	-33.3101186828963	0.999487601235399	1	"diagnosis"
"s__GGB9063_SGB13982|t__SGB13982"	-0.181428637807389	0.786680634763338	1	"diagnosis"
"s__Alistipes_SGB2310|t__SGB2310"	-10.8492554209341	0.999821682336796	1	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4739"	-0.530357919667325	0.685021920554947	1	"diagnosis"
"s__GGB9453_SGB14845|t__SGB14845"	-0.0335381595555897	0.973083705120893	1	"diagnosis"
"s__Intestinimonas_timonensis|t__SGB29334"	-33.3101186828963	0.999487601235399	1	"diagnosis"
"s__Flavonifractor_sp_An10|t__SGB15134"	-0.557993607012728	0.700118793848753	1	"diagnosis"
"s__Intestinimonas_butyriciproducens|t__SGB94999"	-33.3101186828963	0.999487601235399	1	"diagnosis"
"s__Merdibacter_massiliensis|t__SGB29307"	-33.3101186828963	0.999487601235399	1	"diagnosis"
"s__GGB3167_SGB4181|t__SGB4181"	-20.2152243439831	0.997930298805214	1	"diagnosis"
"s__Collinsella_SGB4121|t__SGB4121"	0.570660889916633	0.292820790851523	1	"diagnosis"
"s__GGB2982_SGB3964|t__SGB3964"	-0.49587612581001	0.608497709436701	1	"diagnosis"
"s__GGB3511_SGB4688|t__SGB4688"	-0.85673542931548	0.557397666250903	1	"diagnosis"
"s__GGB2987_SGB3969|t__SGB3969"	-0.150943658447254	0.905656299697127	1	"diagnosis"
"s__GGB32387_SGB47381|t__SGB47381"	18.3360409876889	0.997439260816805	1	"diagnosis"
"s__Candidatus_Timburyella_SGB14166|t__SGB14166"	1.91511393618201e-14	1	1	"diagnosis"
"s__Lachnoclostridium_edouardi|t__SGB29433"	-1.07789304170758	0.309295111936679	1	"diagnosis"
"s__GGB74510_SGB47635|t__SGB47635"	1.91511393618201e-14	1	1	"diagnosis"
"s__Christensenella_minuta|t__SGB14142"	1.91511393618201e-14	1	1	"diagnosis"
"s__Blautia_hansenii|t__SGB4798"	0.0988585071173493	0.933780671932348	1	"diagnosis"
"s__Blautia_SGB15070|t__SGB15070"	-1.85735960527969	0.297491518164637	1	"diagnosis"
"s__Mesosutterella_multiformis|t__SGB9272"	-0.237811196090201	0.850511372114292	1	"diagnosis"
"s__GGB9575_SGB14988|t__SGB14988"	1.91511393618201e-14	1	1	"diagnosis"
"s__Amedibacillus_dolichus|t__SGB4035"	17.368555415664	0.997527215301824	1	"diagnosis"
"s__Phascolarctobacterium_SGB5790|t__SGB5790"	1.91511393618201e-14	1	1	"diagnosis"
"s__Clostridium_butyricum|t__SGB4037"	0.578993738847366	0.60763416140093	1	"diagnosis"
"s__GGB55957_SGB77276|t__SGB77276"	-0.306548414553718	0.807128848026813	1	"diagnosis"
"s__Collinsella_SGB47518|t__SGB47518"	1.91511393618201e-14	1	1	"diagnosis"
"s__Gordonibacter_pamelaeae|t__SGB14807"	-18.9659401274245	0.997187344076644	1	"diagnosis"
"s__Bilophila_SGB15451|t__SGB15451"	-0.140483312302778	0.912275106283273	1	"diagnosis"
"s__Parasutterella_SGB9260|t__SGB9260"	0.973373616419795	0.227488865278533	1	"diagnosis"
"s__GGB2980_SGB3962|t__SGB3962"	-20.2152243439831	0.997930298805214	1	"diagnosis"
"s__Akkermansia_muciniphila|t__SGB9228"	1.62761213328762	0.148289994926775	1	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4614"	1.91511393618201e-14	1	1	"diagnosis"
"s__Massiliimalia_timonensis|t__SGB7253"	-2.06136220467193	0.115853034326757	1	"diagnosis"
"s__Streptococcus_SGB14137|t__SGB14137"	-20.0429356479352	0.995316467588528	1	"diagnosis"
"s__GGB9760_SGB15373|t__SGB15373"	-1.43951789633572	0.017810421269728	0.978981874612046	"diagnosis"
"s__Bacteroides_cutis|t__SGB1827"	1.91511393618201e-14	1	1	"diagnosis"
"s__GGB9532_SGB14933|t__SGB14933"	17.7813842884742	0.99588016832551	1	"diagnosis"
"s__Emergencia_timonensis|t__SGB3970"	-1.16480972304075	0.269295034576707	1	"diagnosis"
"s__Bacteroides_heparinolyticus|t__SGB21589"	1.91511393618201e-14	1	1	"diagnosis"
"s__GGB3614_SGB4886|t__SGB4886"	-0.0727042350598203	0.934276589654114	1	"diagnosis"
"s__Phocaeicola_massiliensis|t__SGB1812"	-0.398574463057458	0.417467591473178	1	"diagnosis"
"s__GGB4571_SGB6317|t__SGB6317"	0.482575035467811	0.676114204776535	1	"diagnosis"
"s__Bifidobacterium_catenulatum|t__SGB17241"	-1.03244254486484	0.320361130866222	1	"diagnosis"
"s__Bacteroides_ilei|t__SGB1889"	1.91511393618201e-14	1	1	"diagnosis"
"s__Clostridium_sp_AM49_4BH|t__SGB4652"	-1.91882997418875	0.000619315451762388	0.369318447734304	"diagnosis"
"s__Eubacterium_sp_AF34_35BH|t__SGB5051"	-0.0668870929313282	0.927797324628783	1	"diagnosis"
"s__GGB9524_SGB14923|t__SGB14923"	1.91511393618201e-14	1	1	"diagnosis"
"s__Streptococcus_salivarius|t__SGB8007_group"	-0.233541470665291	0.679693603975646	1	"diagnosis"
"s__GGB3001_SGB3992|t__SGB3992"	-1.21259738022299	0.248239921380666	1	"diagnosis"
"s__Clostridium_sp_AF34_13|t__SGB4659"	-0.0861401229437222	0.899384766616082	1	"diagnosis"
"s__Butyricimonas_SGB15266|t__SGB15266"	16.7644154715138	0.99601080939753	1	"diagnosis"
"s__Streptococcus_parasanguinis|t__SGB8071"	0.409687658147057	0.51354952491622	1	"diagnosis"
"s__GGB80011_SGB15267|t__SGB15267"	-1.6466062936913	0.0895994716343988	1	"diagnosis"
"s__Gemmiger_formicilis|t__SGB15300"	-1.3211863546251	0.0123757396824491	0.790721367567911	"diagnosis"
"s__GGB3175_SGB4191|t__SGB4191"	-1.43312848182759	0.0512778035901141	1	"diagnosis"
"s__Dorea_sp_AF24_7LB|t__SGB4571"	1.19540964067151	0.277417491890575	1	"diagnosis"
"s__Roseburia_sp_BX1005|t__SGB4963"	-1.64552242591907	0.0888286302988552	1	"diagnosis"
"s__Rikenellaceae_bacterium|t__SGB2317"	-0.863906691064103	0.287347882783721	1	"diagnosis"
"s__GGB9619_SGB15067|t__SGB15067"	0.44899695912944	0.485297041436377	1	"diagnosis"
"s__Staphylococcus_SGB6340|t__SGB6340"	-0.258830296699225	0.837172121567313	1	"diagnosis"
"s__GGB47687_SGB2286|t__SGB2286"	-2.08248612782428	0.0977494195228518	1	"diagnosis"
"s__Haemophilus_pittmaniae|t__SGB9656"	1.91511393618201e-14	1	1	"diagnosis"
"s__Romboutsia_timonensis|t__SGB6148"	-1.20954097408826	0.0613779503029037	1	"diagnosis"
"s__GGB1662_SGB2276|t__SGB2276"	1.91511393618201e-14	1	1	"diagnosis"
"s__Haemophilus_paraphrohaemolyticus|t__SGB9634"	1.91511393618201e-14	1	1	"diagnosis"
"s__Veillonella_atypica|t__SGB6936"	0.0292342532386378	0.958217028232315	1	"diagnosis"
"s__Turicibacter_bilis|t__SGB6847"	-1.17655507938108	0.127693552501216	1	"diagnosis"
"s__Lactobacillus_delbrueckii|t__SGB7020"	19.2196514891084	0.99876751877162	1	"diagnosis"
"s__Fournierella_massiliensis|t__SGB15280"	17.5450694490543	0.997633228167018	1	"diagnosis"
"s__GGB53985_SGB6367|t__SGB6367"	-19.360215110703	0.997324495038494	1	"diagnosis"
"s__Ruminococcus_bovis|t__SGB4272"	17.5739637292333	0.997602367463611	1	"diagnosis"
"s__Eubacterium_SGB6276|t__SGB6276"	-0.541550329981957	0.573021528242478	1	"diagnosis"
"s__Enterobacter_hormaechei|t__SGB10130"	17.6641701005383	0.996083605252906	1	"diagnosis"
"s__Acinetobacter_SGB14792|t__SGB14792"	1.91511393618201e-14	1	1	"diagnosis"
"s__Slackia_isoflavoniconvertens|t__SGB14773"	-0.678750048026056	0.652553290564978	1	"diagnosis"
"s__GGB3005_SGB3996|t__SGB3996"	-2.43505614561071	0.0459491961688448	1	"diagnosis"
"s__Lachnospiraceae_bacterium_OM04_12BH|t__SGB4893"	-1.89131025319982	0.0142651895573573	0.823239487681037	"diagnosis"
"s__Clostridium_SGB4909|t__SGB4909"	18.3542668167338	0.995965112982055	1	"diagnosis"
"s__Lactococcus_lactis|t__SGB7985"	17.3758955587771	0.997488485113225	1	"diagnosis"
"s__GGB9559_SGB14969|t__SGB14969"	-18.9523967451278	0.997160937974824	1	"diagnosis"
"s__GGB35068_SGB47850|t__SGB47850"	1.91511393618201e-14	1	1	"diagnosis"
"s__Eubacterium_ramulus|t__SGB4960"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB9713_SGB15249|t__SGB15249"	-0.877751881688819	0.11561254124727	1	"diagnosis"
"s__Pseudomonas_aeruginosa|t__SGB12320"	18.4645458625988	0.997160650599569	1	"diagnosis"
"s__GGB9345_SGB14311|t__SGB14311"	0.500414203704839	0.665418410797227	1	"diagnosis"
"s__Porphyromonas_SGB1979|t__SGB1979"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB40351_SGB14301|t__SGB14301"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB33928_SGB15225|t__SGB15225"	-1.17404021603258	0.115769678798944	1	"diagnosis"
"s__Anaerotruncus_massiliensis|t__SGB14965"	-1.39250174174379	0.533282692450629	1	"diagnosis"
"s__GGB9210_SGB14149|t__SGB14149"	17.882519822366	0.995659767775264	1	"diagnosis"
"s__GGB3818_SGB5183|t__SGB5183"	-0.740872337757158	0.439927442981816	1	"diagnosis"
"s__Methanobrevibacter_smithii|t__SGB714"	0.124825231245396	0.921683801537514	1	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q3526|t__SGB4703"	-0.458474454246678	0.506985536648263	1	"diagnosis"
"s__Candidatus_Woodwardibium_gallinarum|t__SGB14953"	18.4678559497062	0.997150122989892	1	"diagnosis"
"s__Eubacterium_SGB4671|t__SGB4671"	0.210847406489377	0.878788819321367	1	"diagnosis"
"s__GGB9343_SGB14307|t__SGB14307"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB30455_SGB72339|t__SGB72339"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB33512_SGB15202|t__SGB15202"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB9501_SGB14898|t__SGB14898"	18.4577413223119	0.997181368104372	1	"diagnosis"
"s__GGB28474_SGB41058|t__SGB41058"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB3537_SGB4727|t__SGB4727"	-1.53262969253743	0.252505497417017	1	"diagnosis"
"s__GGB9770_SGB15390|t__SGB15390"	18.4678559497062	0.997150122989892	1	"diagnosis"
"s__GGB3034_SGB4030|t__SGB4030"	0.840022724770103	0.489779070161665	1	"diagnosis"
"s__GGB51139_SGB71360|t__SGB71360"	0.0480354685535365	0.968806990911152	1	"diagnosis"
"s__GGB2970_SGB3952|t__SGB3952"	-0.42555421396873	0.665215558003909	1	"diagnosis"
"s__Desulfovibrio_desulfuricans|t__SGB15463"	-1.52743530868189	0.246382456062414	1	"diagnosis"
"s__GGB9694_SGB15204|t__SGB15204"	0.557841023147499	0.648842246707089	1	"diagnosis"
"s__GGB9611_SGB15045|t__SGB15045"	-0.796313537575215	0.410666549596934	1	"diagnosis"
"s__Lawsonibacter_sp_NSJ_51|t__SGB15131"	18.3240333471355	0.995524995552567	1	"diagnosis"
"s__Neglectibacter_timonensis|t__SGB14851"	0.0707321432162481	0.954503865036566	1	"diagnosis"
"s__GGB9627_SGB15081|t__SGB15081"	-0.135206093366018	0.91561126525984	1	"diagnosis"
"s__GGB9237_SGB14179|t__SGB14179"	18.121863269578	0.995759213351136	1	"diagnosis"
"s__Faecalicatena_SGB4872|t__SGB4872"	-0.71435126242418	0.630777897253868	1	"diagnosis"
"s__Clostridiaceae_bacterium_H8|t__SGB4133"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__Clostridiales_bacterium_Marseille_P2846|t__SGB29342"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__Ruminococcus_sp_AF13_28|t__SGB4834"	0.0216229464762876	0.986785392223685	1	"diagnosis"
"s__GGB9788_SGB15411|t__SGB15411"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB9092_SGB14022|t__SGB14022"	18.3601039278074	0.997400401390112	1	"diagnosis"
"s__GGB9474_SGB14868|t__SGB14868"	0.378282777242169	0.756966396766253	1	"diagnosis"
"s__Oscillospiraceae_bacterium_NSJ_64|t__SGB82503"	0.305386325089675	0.800686316735838	1	"diagnosis"
"s__GGB42378_SGB59548|t__SGB59548"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__Pseudoflavonifractor_capillosus|t__SGB15140"	1.38345333979531	0.246990362415725	1	"diagnosis"
"s__GGB2958_SGB3940|t__SGB3940"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__Sutterella_sp_AM11_39|t__SGB9280"	18.4645458625988	0.997160650599569	1	"diagnosis"
"s__GGB9707_SGB15229|t__SGB15229"	-1.24078507795352	0.0438997484177672	1	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4781"	0.235715446670852	0.794525572107299	1	"diagnosis"
"s__Oscillibacter_valericigenes|t__SGB15076"	1.01474954940266	0.212292810614904	1	"diagnosis"
"s__Candidatus_Heteroscilispira_lomanii|t__SGB63278"	18.443457814669	0.997221546435279	1	"diagnosis"
"s__Candidatus_Avimonas_narfia|t__SGB14941"	-1.89967127808364	0.0135694589899	0.809192071097701	"diagnosis"
"s__GGB3061_SGB4063|t__SGB4063"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__Cuneatibacter_caecimuris|t__SGB29380"	-1.39250174174379	0.533282692450629	1	"diagnosis"
"s__Candidatus_Schneewindia_gallinarum|t__SGB63326"	-1.24097322900929	0.550737909013417	1	"diagnosis"
"s__GGB3032_SGB4027|t__SGB4027"	18.408379289652	0.997306444422644	1	"diagnosis"
"s__GGB3004_SGB3995|t__SGB3995"	-1.39250174174379	0.533282692450629	1	"diagnosis"
"s__GGB9537_SGB14940|t__SGB14940"	18.0510228102369	0.995888343249839	1	"diagnosis"
"s__GGB38744_SGB14842|t__SGB14842"	-2.07338102223932	0.0871855541021136	1	"diagnosis"
"s__Holdemania_massiliensis|t__SGB4044"	-1.41602826840871	0.141125102303579	1	"diagnosis"
"s__Eubacteriales_unclassified_SGB71281|t__SGB71281"	13.3367948662087	0.999676581060247	1	"diagnosis"
"s__GGB9529_SGB53518|t__SGB53518"	-1.55811112810756	0.225832660141989	1	"diagnosis"
"s__GGB9781_SGB66170|t__SGB66170"	-1.39250174174379	0.533282692450629	1	"diagnosis"
"s__Clostridium_perfringens|t__SGB6191"	17.1201375539872	0.996225236946032	1	"diagnosis"
"s__Clostridium_sp_1001270J_160509_D11|t__SGB6139"	19.4071833385998	0.998735353970324	1	"diagnosis"
"s__Clostridium_paraputrificum|t__SGB6187"	16.8494513094265	0.9962826207547	1	"diagnosis"
"s__Limosilactobacillus_fermentum|t__SGB7106"	1.91511393618201e-14	1	1	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_12|t__SGB6077"	17.5127445926363	0.997658551647215	1	"diagnosis"
"s__GGB79973_SGB14341|t__SGB14341"	-3.29044824454496	0.00309337648882911	0.650566832943227	"diagnosis"
"s__Enterobacter_asburiae|t__SGB10141"	1.91511393618201e-14	1	1	"diagnosis"
"s__GGB74403_SGB53807|t__SGB53807"	0.033270311981958	0.979712163200156	1	"diagnosis"
"s__GGB77016_SGB104875|t__SGB104875"	1.91511393618201e-14	1	1	"diagnosis"
"s__Providencia_alcalifaciens|t__SGB10002"	1.91511393618201e-14	1	1	"diagnosis"
"s__GGB1495_SGB2071|t__SGB2071"	17.2552026068228	0.996161046979354	1	"diagnosis"
"s__Bacteroides_oleiciplenus|t__SGB1850"	-0.942130197959742	0.515718235251163	1	"diagnosis"
"s__Fusobacterium_ulcerans|t__SGB6039"	17.3105453031198	0.996064799776814	1	"diagnosis"
"s__Klebsiella_pneumoniae|t__SGB10115"	0.757731479851994	0.505004697705323	1	"diagnosis"
"s__GGB51420_SGB4586|t__SGB4586"	1.91511393618201e-14	1	1	"diagnosis"
"s__Bifidobacterium_bifidum|t__SGB17256"	0.0183032674088003	0.977460185784189	1	"diagnosis"
"s__Bifidobacterium_breve|t__SGB17247"	-1.04402431804305	0.469909990178931	1	"diagnosis"
"s__Gemmiger_SGB1481|t__SGB1481"	0.226131486855685	0.79340555218469	1	"diagnosis"
"s__Streptococcus_SGB5805|t__SGB5805"	0.294611935753324	0.676219796525986	1	"diagnosis"
"s__GGB3548_SGB4744|t__SGB4744"	1.21438310472758	0.263616660422516	1	"diagnosis"
"s__GGB79751_SGB6028|t__SGB6028_group"	0.977765002222978	0.414063856688334	1	"diagnosis"
"s__GGB1345_SGB1803|t__SGB1803"	19.8130627974088	0.998514999595513	1	"diagnosis"
"s__Clostridium_sp_1001270H_150608_G6|t__SGB5111"	-0.516418877389865	0.455455343125844	1	"diagnosis"
"s__GGB2732_SGB58358|t__SGB58358"	19.8130627974088	0.998514999595513	1	"diagnosis"
"s__Desulfovibrio_piger|t__SGB15467"	18.6603891215775	0.997097498429313	1	"diagnosis"
"s__Bifidobacterium_pseudocatenulatum|t__SGB17237"	0.229024440615999	0.756672174417374	1	"diagnosis"
"s__GGB9469_SGB14862|t__SGB14862"	-39.41545694037	0.998535568417901	1	"diagnosis"
