"feature"	"coef_ER"	"pval_ER"	"qval_ER"	"metadata"
"s__GGB9090_SGB14019|t__SGB14019"	1.87341715118003	0.0949659934852592	0.714909012277123	"diagnosis"
"s__GGB2652_SGB3573|t__SGB3573"	-4.92755061825111	0.0952385818502337	0.714909012277123	"diagnosis"
"s__GGB1093_SGB1404|t__SGB1404"	2.05790025132372	0.0957511143281417	0.714909012277123	"diagnosis"
"s__Fusobacterium_ulcerans|t__SGB6039"	4.66552070309928	0.0959073018147062	0.714909012277123	"diagnosis"
"s__GGB4684_SGB6478|t__SGB6478"	-8.97595636382746	0.0965302985692788	0.71656723709726	"diagnosis"
"s__Klebsiella_oxytoca|t__SGB10118"	1.24013943518909	0.0976216591687526	0.718683675314294	"diagnosis"
"s__Mediterraneibacter_SGB4598|t__SGB4598"	6.12561638709431	0.0978927530568695	0.718683675314294	"diagnosis"
"s__GGB3755_SGB5104|t__SGB5104"	5.81760222622327	0.0980205795286125	0.718683675314294	"diagnosis"
"s__Oscillibacter_sp_PC13|t__SGB7258"	-4.42274181691131	0.0989091817464861	0.722238882222301	"diagnosis"
"s__Clostridium_sp_C5_48|t__SGB4752"	2.28941748240178	0.0994281809281321	0.72290218080725	"diagnosis"
"s__GGB9414_SGB14778|t__SGB14778"	2.86113237320211	0.0998081825932872	0.72290218080725	"diagnosis"
"s__GGB9537_SGB14940|t__SGB14940"	5.56963623381159	0.100283746599209	0.723417833330587	"diagnosis"
"s__Megasphaera_micronuciformis|t__SGB5868"	4.40173396631436	0.100902886362979	0.724960898407107	"diagnosis"
"s__Clostridiales_bacterium_CHKCI006|t__SGB7261"	5.35622451881222	0.101616795619018	0.727169789449694	"diagnosis"
"s__Streptococcus_SGB5805|t__SGB5805"	5.1131750633376	0.102833099632872	0.730405455030792	"diagnosis"
"s__GGB4605_SGB6378|t__SGB6378"	1.87113482445762	0.103440792101151	0.730405455030792	"diagnosis"
"s__Butyrivibrio_crossotus|t__SGB5065"	-11.5190883646932	0.10350453448236	0.730405455030792	"diagnosis"
"s__GGB9661_SGB15150|t__SGB15150"	5.66650845841671	0.103702060132935	0.730405455030792	"diagnosis"
"s__Anaerofilum_sp_An201|t__SGB15276"	5.50214558416017	0.104208206827445	0.731092086330586	"diagnosis"
"s__Paraprevotella_xylaniphila|t__SGB1797"	6.11950159504407	0.105198865636706	0.734558748322628	"diagnosis"
"s__Adlercreutzia_equolifaciens|t__SGB14798"	-5.68406917975658	0.105523531760154	0.734558748322628	"diagnosis"
"s__Ruminococcaceae_bacterium_D5|t__SGB14960"	5.2371122401396	0.106794643958141	0.740525651322149	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB15252|t__SGB15252"	-9.22871012848007	0.108119485143465	0.740995576587712	"diagnosis"
"s__GGB9111_SGB14044|t__SGB14044"	1.86969167038638	0.108568114852835	0.740995576587712	"diagnosis"
"s__GGB45537_SGB63217|t__SGB63217"	1.86929605662171	0.109565902040327	0.740995576587712	"diagnosis"
"s__Clostridium_butyricum|t__SGB4037"	-5.29144897018371	0.109986948442906	0.740995576587712	"diagnosis"
"s__Desulfovibrio_legallii|t__SGB15469"	0.948564810273488	0.111174813853328	0.740995576587712	"diagnosis"
"s__Candidatus_Gallimonas_intestinalis|t__SGB54318"	4.22719906723238	0.112166880109565	0.740995576587712	"diagnosis"
"s__GGB3236_SGB4274|t__SGB4274"	2.82253631996001	0.112324683312794	0.740995576587712	"diagnosis"
"s__GGB6470_SGB9153|t__SGB9153"	-8.80625793358795	0.11339721132493	0.740995576587712	"diagnosis"
"s__GGB1631_SGB2239|t__SGB2239"	0.666142104704491	0.113401762313686	0.740995576587712	"diagnosis"
"s__Blautia_sp_Marseille_P3087|t__SGB4813"	2.20026354440466	0.113787238248884	0.740995576587712	"diagnosis"
"s__GGB9677_SGB15180|t__SGB15180"	-7.0123449927743	0.114478999544861	0.740995576587712	"diagnosis"
"s__Paratractidigestivibacter_faecalis|t__SGB14370"	4.34413870583995	0.114516863988164	0.740995576587712	"diagnosis"
"s__Butyricimonas_sp_Marseille_P3923|t__SGB1778"	-3.61137641441135	0.115018003074755	0.740995576587712	"diagnosis"
"s__Porphyromonas_uenonis|t__SGB1974"	-6.14822162541575	0.115147116099595	0.740995576587712	"diagnosis"
"s__Corynebacterium_SGB6371|t__SGB6371"	4.1549436751055	0.115172560092596	0.740995576587712	"diagnosis"
"s__GGB74403_SGB53807|t__SGB53807"	2.71281477134311	0.115554222144762	0.740995576587712	"diagnosis"
"s__Phocaeicola_SGB6473|t__SGB6473"	-8.16958837197396	0.115568522508055	0.740995576587712	"diagnosis"
"s__GGB9759_SGB15370|t__SGB15370"	-7.48538703884804	0.115793287184056	0.740995576587712	"diagnosis"
"s__GGB9453_SGB14845|t__SGB14845"	1.94941411949765	0.115942306692897	0.740995576587712	"diagnosis"
"s__GGB9267_SGB14218|t__SGB14218"	-6.52604558319232	0.11597261302126	0.740995576587712	"diagnosis"
"s__Clostridium_perfringens|t__SGB6191"	4.83539648670752	0.11620961360715	0.740995576587712	"diagnosis"
"s__Desulfovibrio_fairfieldensis|t__SGB15470"	-9.6344815229715	0.116505034133286	0.740995576587712	"diagnosis"
"s__Firmicutes_bacterium_AF16_15|t__SGB4993"	-2.80612108450257	0.116531141904004	0.740995576587712	"diagnosis"
"s__GGB9770_SGB15390|t__SGB15390"	1.83255876262875	0.116803103743843	0.740995576587712	"diagnosis"
"s__Clostridium_sp_AF32_12BH|t__SGB4710"	0.952283208975059	0.117577222624404	0.743270852562047	"diagnosis"
"s__GGB4566_SGB6305|t__SGB6305"	-6.41451027702167	0.118610019004714	0.743967210044646	"diagnosis"
"s__Clostridium_paraputrificum|t__SGB6187"	3.38774631993775	0.118931740325397	0.743967210044646	"diagnosis"
"s__GGB9630_SGB15084|t__SGB15084"	3.08371446757966	0.118934948056327	0.743967210044646	"diagnosis"
"s__GGB9237_SGB14179|t__SGB14179"	4.06315841384479	0.120513226910131	0.750203817906264	"diagnosis"
"s__GGB9115_SGB14048|t__SGB14048"	3.73073644271015	0.121171519340117	0.750203817906264	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4739"	-7.09573003967114	0.121189996296764	0.750203817906264	"diagnosis"
"s__Enteroscipio_rubneri|t__SGB14803"	-5.84857154400626	0.121764672938331	0.75116206857474	"diagnosis"
"s__Citrobacter_braakii|t__SGB10086"	5.20703371510145	0.122742914424511	0.75459475568883	"diagnosis"
"s__GGB58071_SGB79702|t__SGB79702"	-5.76059803386632	0.123765555936695	0.758275957434068	"diagnosis"
"s__Campylobacter_SGB19337|t__SGB19337"	5.08599101369069	0.126040103637315	0.767877902690828	"diagnosis"
"s__Desulfovibrio_piger|t__SGB15467"	5.25869612095993	0.126191226043099	0.767877902690828	"diagnosis"
"s__GGB79770_SGB15022|t__SGB15022"	-7.77188997021817	0.127193558723412	0.767933559998481	"diagnosis"
"s__GGB9532_SGB14933|t__SGB14933"	3.75279117476586	0.127246252304617	0.767933559998481	"diagnosis"
"s__Colibacter_massiliensis|t__SGB5869"	-5.56751098346573	0.127890088015324	0.767933559998481	"diagnosis"
"s__Anaerotignum_lactatifermentans|t__SGB5193"	-8.37047798485297	0.128256774530583	0.767933559998481	"diagnosis"
"s__Dakarella_massiliensis|t__SGB9271"	5.44078232715911	0.128346637473195	0.767933559998481	"diagnosis"
"s__GGB9616_SGB15051|t__SGB15051"	-5.11724669996457	0.129719170222567	0.773558651760577	"diagnosis"
"s__Parabacteroides_sp_TM07_1AC|t__SGB1939"	-4.69540960525841	0.130804618389362	0.777440074081624	"diagnosis"
"s__GGB1549_SGB2133|t__SGB2133"	6.17790070101333	0.132387900560499	0.779727989667316	"diagnosis"
"s__Megasphaera_sp_NM10|t__SGB5858"	0.680472997690318	0.132485515967489	0.779727989667316	"diagnosis"
"s__Streptococcus_oralis|t__SGB8130"	3.44402136002633	0.132497098300092	0.779727989667316	"diagnosis"
"s__Formosa_SGB1638|t__SGB1638"	4.2180141399168	0.133746119740651	0.782644255186053	"diagnosis"
"s__Streptococcus_SGB8633|t__SGB8633"	-5.48370285490924	0.134513553716637	0.782644255186053	"diagnosis"
"s__Anaerococcus_SGB4342|t__SGB4342"	0.978479851982369	0.13534084075079	0.782644255186053	"diagnosis"
"s__GGB3730_SGB5060|t__SGB5060"	2.82524398613339	0.135536564490023	0.782644255186053	"diagnosis"
"s__Candidatus_Stoquefichus_sp_SB1|t__SGB6772"	4.19144697058533	0.135829740819446	0.782644255186053	"diagnosis"
"s__Ruminococcus_sp_NSJ_13|t__SGB4553_group"	-2.6215345996268	0.13609174074926	0.782644255186053	"diagnosis"
"s__Dysosmobacter_sp_Marseille_Q4140|t__SGB53706"	1.8606968898369	0.136172014698235	0.782644255186053	"diagnosis"
"s__Christensenellaceae_bacterium_NSJ_63|t__SGB14127"	-5.79795269806565	0.136556635368421	0.782644255186053	"diagnosis"
"s__Candidatus_Pararuminococcus_gallinarum|t__SGB63327"	-5.05061376649316	0.136929933970506	0.782644255186053	"diagnosis"
"s__Pseudomonas_aeruginosa|t__SGB12320"	0.420727724904519	0.137609768963632	0.784025084955216	"diagnosis"
"s__GGB6020_SGB14985|t__SGB14985_group"	3.76010762921026	0.138599109948174	0.786427812784652	"diagnosis"
"s__Candidatus_Heteroscilispira_lomanii|t__SGB63278"	2.78283611864357	0.139165029884572	0.786427812784652	"diagnosis"
"s__Clostridiaceae_bacterium_NSJ_31|t__SGB14839"	3.80597393175086	0.139350260845576	0.786427812784652	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB15253|t__SGB15253"	4.02517749411413	0.140020974163388	0.787728059051264	"diagnosis"
"s__GGB9501_SGB14898|t__SGB14898"	1.95483316843613	0.141010133132657	0.790622668217877	"diagnosis"
"s__Parvimonas_micra|t__SGB6653"	-2.2928813912242	0.142502888362336	0.790622668217877	"diagnosis"
"s__Candidatus_Neoanaerotignum_tabaqchaliae|t__SGB59528"	4.47705806298413	0.142803010547355	0.790622668217877	"diagnosis"
"s__Gemmiger_SGB15295|t__SGB15295"	0.714322515808466	0.14282429544535	0.790622668217877	"diagnosis"
"s__Eubacteriaceae_bacterium_Marseille_Q4139|t__SGB4718"	4.67810596908994	0.143173975392027	0.790622668217877	"diagnosis"
"s__Bacteroides_oleiciplenus|t__SGB1850"	3.26637825885327	0.143626236562642	0.790622668217877	"diagnosis"
"s__Lachnoclostridium_sp_An181|t__SGB4620"	1.38850470466891	0.143629048167026	0.790622668217877	"diagnosis"
"s__GGB3034_SGB4030|t__SGB4030"	3.27838427873501	0.145181336826707	0.796100148726835	"diagnosis"
"s__GGB9602_SGB15028|t__SGB15028"	-4.67566017656291	0.147021240728252	0.796100148726835	"diagnosis"
"s__GGB79981_SGB14222|t__SGB14222"	4.93439806185826	0.147602520848507	0.796100148726835	"diagnosis"
"s__Veillonella_tobetsuensis|t__SGB6935"	3.21148509205216	0.147682531806514	0.796100148726835	"diagnosis"
"s__GGB9209_SGB14148|t__SGB14148"	-6.93743858607365	0.147757381064268	0.796100148726835	"diagnosis"
"s__GGB10692_SGB17347|t__SGB17347"	3.83968335278209	0.148406411858669	0.796100148726835	"diagnosis"
"s__GGB3532_SGB4720|t__SGB4720"	3.78534702249668	0.148506113409609	0.796100148726835	"diagnosis"
"s__Eubacterium_siraeum|t__SGB4198"	3.25139710815684	0.148617640412863	0.796100148726835	"diagnosis"
"s__Bacteroides_sp_AF39_11AC|t__SGB1847"	3.90474880641519	0.149092503484587	0.796100148726835	"diagnosis"
"s__Candidatus_Allobutyricicoccus_pentlandensis|t__SGB14180"	1.83124282192725	0.149986763225249	0.796100148726835	"diagnosis"
"s__GGB1123_SGB1437|t__SGB1437"	1.08241789064691	0.150609051056648	0.796100148726835	"diagnosis"
"s__GGB3585_SGB4803|t__SGB4803"	3.67254260971259	0.151405656568731	0.796100148726835	"diagnosis"
"s__Lachnospiraceae_bacterium_BX3|t__SGB4651"	-5.60936509926589	0.151441768547139	0.796100148726835	"diagnosis"
"s__Bifidobacterium_animalis|t__SGB17278"	3.34093779469732	0.152250700205219	0.796100148726835	"diagnosis"
"s__GGB2970_SGB3952|t__SGB3952"	-4.16659228531017	0.152257722644421	0.796100148726835	"diagnosis"
"s__GGB9302_SGB14263|t__SGB14263"	4.72333135715576	0.152676746556276	0.796100148726835	"diagnosis"
"s__GGB9095_SGB14026|t__SGB14026"	4.7214086745099	0.152732451880612	0.796100148726835	"diagnosis"
"s__GGB47687_SGB2286|t__SGB2286"	-5.32025850585363	0.153031341803685	0.796100148726835	"diagnosis"
"s__GGB2977_SGB3959|t__SGB3959"	-5.3092164681658	0.153423548776196	0.796100148726835	"diagnosis"
"s__GGB9513_SGB14911|t__SGB14911"	1.70499811724019	0.153785168504114	0.796100148726835	"diagnosis"
"s__Acidaminococcus_timonensis|t__SGB5741"	0.727012676890309	0.153999904611722	0.796100148726835	"diagnosis"
"s__GGB9211_SGB14151|t__SGB14151"	4.65120163535192	0.15480291420239	0.796100148726835	"diagnosis"
"s__GGB9697_SGB15213|t__SGB15213"	4.63773282727292	0.155200899385751	0.796100148726835	"diagnosis"
"s__Mogibacterium_sp_BX12|t__SGB14854"	-8.03551645307861	0.155304053608533	0.796100148726835	"diagnosis"
"s__Pseudoglutamicibacter_SGB14255|t__SGB14255"	1.84858234313858	0.156104667190878	0.797255370789179	"diagnosis"
"s__Blautia_luti|t__SGB4832"	2.61676860110117	0.156420701591393	0.797255370789179	"diagnosis"
"s__Mitsuokella_jalaludinii|t__SGB5904"	0.697781139770737	0.157212145911578	0.797608124009432	"diagnosis"
"s__GGB52130_SGB14966|t__SGB14966"	-5.18626410498351	0.15874399187685	0.797608124009432	"diagnosis"
"s__Lactobacillus_crispatus|t__SGB7045"	0.729663005648367	0.159166961992596	0.797608124009432	"diagnosis"
"s__Candidatus_Howiella_intestinavium|t__SGB63345"	3.9786777288735	0.159187342929898	0.797608124009432	"diagnosis"
"s__Massiliimalia_timonensis|t__SGB7253"	-4.32858789882584	0.159475644031462	0.797608124009432	"diagnosis"
"s__GGB9085_SGB14013|t__SGB14013"	1.82660542165185	0.160718119116748	0.797608124009432	"diagnosis"
"s__Ruminococcus_sp_AF46_10NS|t__SGB4824"	-6.50408759560193	0.163326648323384	0.797608124009432	"diagnosis"
"s__GGB79648_SGB4350|t__SGB4350"	4.34561127312048	0.163826824588833	0.797608124009432	"diagnosis"
"s__GGB9637_SGB15111|t__SGB15111"	-4.30425529184613	0.164183838668597	0.797608124009432	"diagnosis"
"s__GGB3167_SGB4181|t__SGB4181"	-7.2090935340306	0.164393728490231	0.797608124009432	"diagnosis"
"s__GGB3451_SGB4605|t__SGB4605"	-7.20624132774344	0.164704344874444	0.797608124009432	"diagnosis"
"s__GGB3497_SGB4672|t__SGB4672"	3.86269807926837	0.165470988055035	0.797608124009432	"diagnosis"
"s__Candidatus_Gallimonas_merdae|t__SGB54319"	3.41247205135084	0.166362688553632	0.797608124009432	"diagnosis"
"s__Streptococcus_gordonii|t__SGB8053"	4.24738089344653	0.166699845645236	0.797608124009432	"diagnosis"
"s__Streptococcus_SGB15012|t__SGB15012"	-2.14104380733843	0.166738510525143	0.797608124009432	"diagnosis"
"s__GGB9452_SGB14843|t__SGB14843"	3.28849116468404	0.16679159132301	0.797608124009432	"diagnosis"
"s__GGB3142_SGB4155|t__SGB4155"	4.00611154160379	0.16681917920845	0.797608124009432	"diagnosis"
"s__Clostridiaceae_unclassified_SGB4747|t__SGB4747"	4.06785238915811	0.166888270296202	0.797608124009432	"diagnosis"
"s__Candidatus_Alloscillospira_gallinarum|t__SGB59576"	3.74165537093758	0.167675415535407	0.797608124009432	"diagnosis"
"s__Blastocystis_sp_subtype_1|t__EUK944036"	4.21251486345824	0.167684942527959	0.797608124009432	"diagnosis"
"s__GGB45432_SGB63101|t__SGB63101"	-4.04657254020985	0.168089575850114	0.797608124009432	"diagnosis"
"s__Fusobacterium_nucleatum|t__SGB6007"	2.92961401267797	0.16903601136839	0.797608124009432	"diagnosis"
"s__Prevotella_bivia|t__SGB1557"	2.71188452419095	0.169066615422824	0.797608124009432	"diagnosis"
"s__Blautia_argi|t__SGB4797"	3.99542474061297	0.169730921714317	0.797608124009432	"diagnosis"
"s__GGB13758_SGB9208|t__SGB9208"	-4.1797191967023	0.169904302124181	0.797608124009432	"diagnosis"
"s__Massilicoli_timonensis|t__SGB4026"	-6.96090798403854	0.17100608298694	0.797608124009432	"diagnosis"
"s__GGB9621_SGB15073|t__SGB15073"	7.65296720824373	0.171017675852329	0.797608124009432	"diagnosis"
"s__GGB9239_SGB14181|t__SGB14181"	3.27981961418959	0.171479843870893	0.797608124009432	"diagnosis"
"s__GGB4578_SGB6328|t__SGB6328"	4.08349037691953	0.171523125872298	0.797608124009432	"diagnosis"
"s__Prevotella_copri_clade_D|t__SGB1636"	0.733716688078088	0.172120145609026	0.797608124009432	"diagnosis"
"s__Fusobacterium_ulcerans|t__SGB6041"	3.93170620197463	0.172234167765105	0.797608124009432	"diagnosis"
"s__GGB9559_SGB14969|t__SGB14969"	-4.12652753479715	0.172374656250693	0.797608124009432	"diagnosis"
"s__GGB27782_SGB40196|t__SGB40196"	4.05365492568693	0.17238532594474	0.797608124009432	"diagnosis"
"s__GGB28403_SGB40190|t__SGB40190"	4.05260765136803	0.172416485057854	0.797608124009432	"diagnosis"
"s__GGB9677_SGB15179|t__SGB15179"	4.02138944278953	0.173323533292101	0.797608124009432	"diagnosis"
"s__GGB6567_SGB9277|t__SGB9277"	0.734273477344707	0.173342329480594	0.797608124009432	"diagnosis"
"s__Clostridium_sp_OM07_10AC|t__SGB4655"	4.01697520278995	0.173458882041346	0.797608124009432	"diagnosis"
"s__GGB3033_SGB4029|t__SGB4029"	5.20550008459258	0.173679368274748	0.797608124009432	"diagnosis"
"s__Eubacterium_rectale|t__SGB4933"	-0.256891426343405	0.173877679353649	0.797608124009432	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_12|t__SGB6077"	3.07086402523376	0.174836093815645	0.799236687380188	"diagnosis"
"s__GGB1147_SGB1474|t__SGB1474"	0.714456503435251	0.175469917131617	0.799236687380188	"diagnosis"
"s__Ligilactobacillus_salivarius|t__SGB7082"	0.712543546819305	0.17557295591974	0.799236687380188	"diagnosis"
"s__Haemophilus_parahaemolyticus|t__SGB9632"	3.9048583228795	0.177155585584811	0.80149708635265	"diagnosis"
"s__Lactobacillus_amylovorus|t__SGB7050"	3.80920267392229	0.177194832076822	0.80149708635265	"diagnosis"
"s__GGB9457_SGB14849|t__SGB14849"	7.07415127281551	0.177413552932169	0.80149708635265	"diagnosis"
"s__Clostridium_massiliamazoniense|t__SGB29082"	2.9676390731802	0.179290000993906	0.803501618729677	"diagnosis"
"s__GGB9117_SGB14050|t__SGB14050"	-6.59866767101486	0.180152077374519	0.803501618729677	"diagnosis"
"s__Mediterraneibacter_butyricigenes|t__SGB25493"	-7.04888649890333	0.180380234723587	0.803501618729677	"diagnosis"
"s__GGB48326_SGB66357|t__SGB66357"	5.37454521384987	0.180516529135439	0.803501618729677	"diagnosis"
"s__GGB3000_SGB3991|t__SGB3991"	-6.55163627547902	0.181321774813851	0.803501618729677	"diagnosis"
"s__GGB6544_SGB9242|t__SGB9242"	-6.54312971954733	0.181478689477085	0.803501618729677	"diagnosis"
"s__GGB1247_SGB1668|t__SGB1668"	0.738270355271512	0.182170866037482	0.803501618729677	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB6153"	3.76493484990095	0.182380555926054	0.803501618729677	"diagnosis"
"s__GGB80003_SGB14846|t__SGB14846"	-2.18952027143677	0.182611160846355	0.803501618729677	"diagnosis"
"s__GGB4239_SGB5731|t__SGB5731"	4.18777536232382	0.183562954900128	0.803501618729677	"diagnosis"
"s__Lachnoclostridium_edouardi|t__SGB29433"	-2.21126484696386	0.183934255742507	0.803501618729677	"diagnosis"
"s__GGB3002_SGB3993|t__SGB3993"	-6.43135253474813	0.183969017919413	0.803501618729677	"diagnosis"
"s__GGB3579_SGB47659|t__SGB47659"	3.38837523173268	0.18419189065138	0.803501618729677	"diagnosis"
"s__GGB1380_SGB1883|t__SGB1883"	0.739672735229926	0.185128254908398	0.803501618729677	"diagnosis"
"s__Enterobacter_roggenkampii|t__SGB10139"	3.68767718969145	0.18562784788222	0.803501618729677	"diagnosis"
"s__GGB6573_SGB9287|t__SGB9287"	1.95104688784677	0.185711494929446	0.803501618729677	"diagnosis"
"s__Campylobacter_curvus|t__SGB19334"	3.86778686770417	0.185847601870413	0.803501618729677	"diagnosis"
"s__GGB3486_SGB4658|t__SGB4658"	4.97020690669836	0.185941682590322	0.803501618729677	"diagnosis"
"s__GGB9568_SGB14980|t__SGB14980"	2.37002517882387	0.187702314605649	0.804326045744172	"diagnosis"
"s__Blautia_producta|t__SGB4786"	-6.35965807511149	0.188636815298784	0.804326045744172	"diagnosis"
"s__GGB9072_SGB13992|t__SGB13992"	-1.49461014690793	0.188701678239032	0.804326045744172	"diagnosis"
"s__GGB3616_SGB4890|t__SGB4890"	-3.66745915163492	0.189370370650967	0.804326045744172	"diagnosis"
"s__Dialister_pneumosintes|t__SGB5842"	7.14346834075747	0.189494028979259	0.804326045744172	"diagnosis"
"s__Harryflintia_acetispora|t__SGB14838"	3.75061117146044	0.189722522224791	0.804326045744172	"diagnosis"
"s__GGB3123_SGB4135|t__SGB4135"	1.79931079425518	0.190224024886653	0.804326045744172	"diagnosis"
"s__Kosakonia_cowanii|t__SGB10050"	2.84617696520533	0.190328206499283	0.804326045744172	"diagnosis"
"s__Bacteroides_SGB15210|t__SGB15210"	-6.11796303184074	0.190677858953381	0.804326045744172	"diagnosis"
"s__Kluyvera_ascorbata|t__SGB10107"	1.00113756462903	0.190878711602993	0.804326045744172	"diagnosis"
"s__Eubacteriaceae_bacterium|t__SGB3958"	-3.74186782650791	0.191189640550419	0.804326045744172	"diagnosis"
"s__GGB3677_SGB4990|t__SGB4990"	3.55266045589013	0.191527610669098	0.804326045744172	"diagnosis"
"s__Lactococcus_lactis|t__SGB7985"	3.51202581623601	0.193326930513976	0.80998098053748	"diagnosis"
"s__GGB3266_SGB4315|t__SGB4315"	2.73959447973655	0.194588345925915	0.811653512489937	"diagnosis"
"s__Oscillospiraceae_bacterium|t__SGB4184"	-7.45881315227793	0.194633514174501	0.811653512489937	"diagnosis"
"s__GGB3583_SGB4799|t__SGB4799"	-5.88552730377428	0.195320793369209	0.812625347296546	"diagnosis"
"s__GGB3281_SGB4335|t__SGB4335"	-1.49584577233385	0.196369169621333	0.815091518451426	"diagnosis"
"s__GGB9767_SGB15385|t__SGB15385"	-2.56074020412514	0.197973684664999	0.819849356170562	"diagnosis"
"s__GGB3513_SGB4691|t__SGB4691"	-5.63901104820981	0.199767639230894	0.823675499238466	"diagnosis"
"s__Leclercia_adecarboxylata|t__SGB10147"	1.00590656651911	0.200342752807505	0.823675499238466	"diagnosis"
"s__Angelakisella_massiliensis|t__SGB29321"	3.26735641084858	0.200905301846179	0.823675499238466	"diagnosis"
"s__GGB9790_SGB15413|t__SGB15413"	3.33894677483057	0.20118406424385	0.823675499238466	"diagnosis"
"s__Alistipes_sp_D31t1_170403_E11|t__SGB2293"	3.26100818912467	0.20119966079777	0.823675499238466	"diagnosis"
"s__Clostridium_sp_AF12_28|t__SGB4715"	1.83834487106398	0.20278420394473	0.827001102946195	"diagnosis"
"s__GGB79930_SGB6334|t__SGB6334"	2.52558539365011	0.202936547900156	0.827001102946195	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15322"	-3.11800119669277	0.203722002708214	0.828315142829533	"diagnosis"
"s__Ruminococcus_callidus|t__SGB4422"	-4.16598197620269	0.206219841559148	0.836569833445161	"diagnosis"
"s__Bilophila_SGB15450|t__SGB15450"	3.19964692637271	0.207840290047472	0.841235925101644	"diagnosis"
"s__Collinsella_SGB62935|t__SGB62935"	-5.07492142781136	0.208525518281471	0.841468100892443	"diagnosis"
"s__GGB9765_SGB15382|t__SGB15382"	-5.0231746976244	0.209179206605912	0.841468100892443	"diagnosis"
"s__GGB9618_SGB15065|t__SGB15065"	3.16648958733272	0.209514474723483	0.841468100892443	"diagnosis"
"s__GGB9359_SGB14334|t__SGB14334"	-4.97610640394627	0.209779079372851	0.841468100892443	"diagnosis"
"s__GGB9291_SGB14248|t__SGB14248"	1.0061746744548	0.212647227088799	0.85013491062372	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB76476"	3.17075103530832	0.212890128540764	0.85013491062372	"diagnosis"
"s__Candidatus_Gallimonas_faecium|t__SGB54320"	2.03462363467537	0.213693197406969	0.851441269846474	"diagnosis"
"s__GGB42389_SGB59559|t__SGB59559"	2.36416750550213	0.214678144133612	0.853464888566737	"diagnosis"
"s__Gordonibacter_pamelaeae|t__SGB14807"	-3.14421817951349	0.219068146120459	0.867918842144321	"diagnosis"
"s__Holdemanella_biformis|t__SGB6806"	0.759140981654132	0.219785370460622	0.867918842144321	"diagnosis"
"s__GGB9608_SGB15041|t__SGB15041"	4.50214747305558	0.220085503579968	0.867918842144321	"diagnosis"
"s__Roseburia_sp_BX1005|t__SGB4963"	-4.71848485758818	0.220378586592423	0.867918842144321	"diagnosis"
"s__GGB3569_SGB4776|t__SGB4776"	-3.65446429585895	0.221182341801021	0.867918842144321	"diagnosis"
"s__GGB33469_SGB15237|t__SGB15237"	2.26832229809944	0.221561600979492	0.867918842144321	"diagnosis"
"s__Gemmiger_formicilis|t__SGB63307"	1.92549711493645	0.222149181764975	0.867918842144321	"diagnosis"
"s__Streptococcus_mitis|t__SGB8180_group"	2.91021228465934	0.222347525927373	0.867918842144321	"diagnosis"
"s__Limosilactobacillus_vaginalis|t__SGB7098"	2.90384729027968	0.222680127749717	0.867918842144321	"diagnosis"
"s__GGB3363_SGB4448|t__SGB4448"	-7.90398464093481	0.224062325167999	0.871407608099021	"diagnosis"
"s__GGB9424_SGB14794|t__SGB14794"	-3.61809215316115	0.224988060094998	0.87310984709317	"diagnosis"
"s__Enterococcus_faecium|t__SGB7967"	1.25804264989741	0.226008975000491	0.875032941482473	"diagnosis"
"s__Enterococcus_faecium|t__SGB7968"	2.11517134343188	0.226461851261255	0.875032941482473	"diagnosis"
"s__GGB9531_SGB14932|t__SGB14932"	-3.47350751850115	0.229381914252282	0.883347952108182	"diagnosis"
"s__GGB6569_SGB9281|t__SGB9281"	-3.79139139566154	0.229601873765389	0.883347952108182	"diagnosis"
"s__GGB9782_SGB15403|t__SGB15403"	0.921840995964546	0.230095106586033	0.883347952108182	"diagnosis"
"s__GGB9781_SGB15402|t__SGB15402"	-3.81987056211776	0.231022118946846	0.88427658574431	"diagnosis"
"s__Intestinimonas_butyriciproducens|t__SGB15126"	3.29678660639458	0.231325568545745	0.88427658574431	"diagnosis"
"s__Megasphaera_sp_MJR8396C|t__SGB5855"	-8.71693857194069	0.232012760883812	0.88501242904294	"diagnosis"
"s__GGB9819_SGB15460|t__SGB15460"	-8.36171145310603	0.23308203252458	0.885690163700664	"diagnosis"
"s__GGB52106_SGB72838|t__SGB72838"	-4.50059037888237	0.233588992572218	0.885690163700664	"diagnosis"
"s__GGB79097_SGB105802|t__SGB105802"	-7.76909050220212	0.233675660853389	0.885690163700664	"diagnosis"
"s__GGB9774_SGB15394|t__SGB15394"	0.767128816776843	0.234952626887147	0.88599907571941	"diagnosis"
"s__Candidatus_Cibionibacter_quicibialis|t__SGB15286"	-0.606835345108183	0.235346743137827	0.88599907571941	"diagnosis"
"s__GGB28319_SGB40892|t__SGB40892"	0.593662685167958	0.23605987059277	0.88599907571941	"diagnosis"
"s__Parasutterella_SGB9260|t__SGB9260"	3.39397427128735	0.236568967228352	0.88599907571941	"diagnosis"
