"feature"	"coef_DS"	"pval_DS"	"qval_DS"	"metadata"
"s__Eubacterium_sp_AF16_48|t__SGB5042"	-1.06264778273792	NA	NA	"diagnosis"
"s__GGB9523_SGB14922|t__SGB14922"	0.695349277599471	0.0948096350346713	0.45751886380218	"diagnosis"
"s__Anaerotignum_faecicola|t__SGB5190"	-0.132570605296597	NA	NA	"diagnosis"
"s__GGB3602_SGB4574|t__SGB4574"	0.169255856603749	0.959446273781099	0.989739802220386	"diagnosis"
"s__Veillonella_dispar|t__SGB6952"	-0.33017010976959	NA	NA	"diagnosis"
"s__Coprobacillus_SGB6753|t__SGB6753"	-0.0677923557757442	NA	NA	"diagnosis"
"s__Collinsella_bouchesdurhonensis|t__SGB14397"	0.814898005987802	0.0618408077220354	0.320567013880657	"diagnosis"
"s__Alistipes_communis|t__SGB2290"	-1.25956593964275	NA	NA	"diagnosis"
"s__Haemophilus_parainfluenzae|t__SGB9663_group"	-0.18420602275935	NA	NA	"diagnosis"
"s__Veillonella_rogosae|t__SGB6956"	0.432463645319026	NA	NA	"diagnosis"
"s__Candidatus_Pseudoruminococcus_merdavium|t__SGB71394"	-1.37808623343329	9.20587212399933e-05	0.000918708462986871	"diagnosis"
"s__Proteus_vulgaris|t__SGB9993"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15333"	-0.293097446594614	0.929727704358955	0.989739802220386	"diagnosis"
"s__Neobittarella_massiliensis|t__SGB7264"	-1.24783484386138	0.0276873528404794	0.156220563911474	"diagnosis"
"s__Haemophilus_SGB66626|t__SGB66626"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Blautia_hansenii|t__SGB4794"	-0.377168880067701	0.875632014760189	0.989739802220386	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15317"	-1.06036316709765	NA	NA	"diagnosis"
"s__Erysipelotrichaceae_bacterium_3_1_53|t__SGB4036"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Butyricicoccus_sp_AM29_23AC|t__SGB14991"	-0.672025663929064	0.335292826159835	0.989739802220386	"diagnosis"
"s__Clostridium_spiroforme|t__SGB6747"	0.134758748388684	NA	NA	"diagnosis"
"s__Hafnia_paralvei|t__SGB10207"	-2.50010871850006	3.83818405016196e-10	1.06238037765804e-08	"diagnosis"
"s__Roseburia_SGB4949|t__SGB4949"	1.58295688828943	NA	NA	"diagnosis"
"s__Roseburia_sp_AM23_20|t__SGB4950"	2.33147630989761	NA	NA	"diagnosis"
"s__Bifidobacterium_adolescentis|t__SGB17244_group"	-1.32641215315782	NA	NA	"diagnosis"
"s__Eubacterium_ventriosum|t__SGB5045"	-1.2519142103572	NA	NA	"diagnosis"
"s__Collinsella_SGB14987|t__SGB14987"	2.72561240082921	1.00800970189015e-05	0.000132031270774362	"diagnosis"
"s__Anaerobutyricum_soehngenii|t__SGB4537"	-0.480339767969433	NA	NA	"diagnosis"
"s__Phascolarctobacterium_SGB4573|t__SGB4573"	-1.43258771655801	0.0565221050649977	0.298265928526445	"diagnosis"
"s__Mediterraneibacter_butyricigenes|t__SGB25493"	-3.06915078389892	1.00810311837707e-06	1.59020137060124e-05	"diagnosis"
"s__Rothia_mucilaginosa|t__SGB16971_group"	0.145782292717061	0.896050671095624	0.989739802220386	"diagnosis"
"s__Phocaeicola_plebeius|t__SGB1903"	-0.633709769242086	NA	NA	"diagnosis"
"s__Desulfovibrio_SGB5077|t__SGB5077"	-0.816396136721035	NA	NA	"diagnosis"
"s__Oscillibacter_sp_ER4|t__SGB15254"	-0.282150578078042	NA	NA	"diagnosis"
"s__GGB1407_SGB1930|t__SGB1930"	-0.231612377450214	NA	NA	"diagnosis"
"s__Clostridiaceae_unclassified_SGB4771|t__SGB4771"	-0.313045618621352	NA	NA	"diagnosis"
"s__Alistipes_shahii|t__SGB2295"	-3.31364713442248	NA	NA	"diagnosis"
"s__GGB3612_SGB4882|t__SGB4882"	-0.915771228532519	NA	NA	"diagnosis"
"s__Faecalibacillus_faecis|t__SGB6750"	-0.222741784861976	NA	NA	"diagnosis"
"s__Anaerosacchariphilus_sp_NSJ_68|t__SGB4772"	-0.510958967554396	NA	NA	"diagnosis"
"s__GGB9614_SGB15049|t__SGB15049"	-1.6868542952135	NA	NA	"diagnosis"
"s__Clostridium_SGB6179|t__SGB6179"	-0.4143675174106	NA	NA	"diagnosis"
"s__Butyricimonas_paravirosa|t__SGB1785"	-1.12991437622303	NA	NA	"diagnosis"
"s__GGB79678_SGB4833|t__SGB4833"	4.73046457781128	NA	NA	"diagnosis"
"s__Butyricimonas_faecalis|t__SGB1782"	-0.233910064667016	NA	NA	"diagnosis"
"s__Blautia_glucerasea|t__SGB4816"	0.166219788082318	NA	NA	"diagnosis"
"s__GGB80011_SGB15265|t__SGB15265"	0.0276724680137573	NA	NA	"diagnosis"
"s__Candidatus_Allochristensenella_caecavium|t__SGB63369"	2.96285482006321	NA	NA	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15158"	-0.752130953991023	NA	NA	"diagnosis"
"s__GGB79998_SGB48024|t__SGB48024"	-0.0151590016382654	NA	NA	"diagnosis"
"s__GGB79734_SGB15291|t__SGB15291"	-1.47502652074301	0.0751368142682105	0.371130325021767	"diagnosis"
"s__Alistipes_ihumii|t__SGB2328"	-0.75273521115833	NA	NA	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4770"	-2.35239960074479	NA	NA	"diagnosis"
"s__Clostridium_sp_AM33_3|t__SGB4711"	-2.40872163063054	NA	NA	"diagnosis"
"s__Faecalicatena_fissicatena|t__SGB4871"	-2.23172104068306	NA	NA	"diagnosis"
"s__Alistipes_senegalensis|t__SGB2296"	3.13481819855303	NA	NA	"diagnosis"
"s__GGB3730_SGB5060|t__SGB5060"	-0.0583026232831661	NA	NA	"diagnosis"
"s__GGB3722_SGB5050|t__SGB5050"	0.0818957004590618	NA	NA	"diagnosis"
"s__Eubacteriales_unclassified_SGB15145|t__SGB15145"	-2.5198590668997	0.00290778590251365	0.0213286095949376	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4149|t__SGB15091"	-0.641911097231594	NA	NA	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15322"	-0.379648792485714	NA	NA	"diagnosis"
"s__Blautia_sp_MSK_20_85|t__SGB4828"	0.118554825022425	NA	NA	"diagnosis"
"s__GGB34797_SGB14322|t__SGB14322"	-0.276807940666407	NA	NA	"diagnosis"
"s__Candidatus_Stoquefichus_sp_SB1|t__SGB6772"	1.9103477488622	NA	NA	"diagnosis"
"s__Desulfovibrio_piger|t__SGB15465"	0.0198488770398569	NA	NA	"diagnosis"
"s__GGB51510_SGB71883|t__SGB71883"	1.00728633959594	NA	NA	"diagnosis"
"s__GGB3534_SGB4722|t__SGB4722"	4.31292080801583	1.35566162617138e-09	3.31459267598904e-08	"diagnosis"
"s__Butyricimonas_faecihominis|t__SGB1786"	-1.2859634780368	NA	NA	"diagnosis"
"s__Sanguibacter_SGB15121|t__SGB15121"	-0.155314219987691	NA	NA	"diagnosis"
"s__Eubacterium_ramulus|t__SGB4959"	-0.849768062057457	NA	NA	"diagnosis"
"s__Clostridiales_bacterium_Choco116|t__SGB15149"	-0.39128654988535	NA	NA	"diagnosis"
"s__Blautia_schinkii|t__SGB4825"	0.73713054566514	NA	NA	"diagnosis"
"s__Lachnospiraceae_bacterium_Marseille_Q4251|t__SGB4780"	-2.86613957249698	3.83504576580037e-05	0.000453710656324931	"diagnosis"
"s__Adlercreutzia_equolifaciens|t__SGB14798"	-4.8586796474382	NA	NA	"diagnosis"
"s__Anaerofilum_sp_BX8|t__SGB79822"	-1.40869882554005	0.00366168625820712	0.0262033841014139	"diagnosis"
"s__GGB36599_SGB9269|t__SGB9269"	0.200843264601324	NA	NA	"diagnosis"
"s__Lachnospira_sp_NSJ_43|t__SGB5087"	-1.69101380188275	NA	NA	"diagnosis"
"s__GGB51441_SGB71759|t__SGB71759"	-0.564584831903303	0.35853559983817	0.989739802220386	"diagnosis"
"s__Oscillospiraceae_bacterium_Marseille_Q3528|t__SGB4778"	-2.65417621894725	0.000753586155637403	0.00613903865316827	"diagnosis"
"s__Waltera_intestinalis|t__SGB4910"	-0.906998900654561	NA	NA	"diagnosis"
"s__Intestinimonas_SGB15130|t__SGB15130"	0.239040718734515	0.942799991931076	0.989739802220386	"diagnosis"
"s__Coprobacter_fastidiosus|t__SGB1963"	-0.548774995087232	NA	NA	"diagnosis"
"s__Anaerotignum_lactatifermentans|t__SGB5193"	-0.543472271621735	NA	NA	"diagnosis"
"s__Pseudoflavonifractor_sp_An184|t__SGB15156"	-0.201298233758904	0.951753062407767	0.989739802220386	"diagnosis"
"s__GGB9743_SGB15349|t__SGB15349"	0.291275673296212	0.900395842421089	0.989739802220386	"diagnosis"
"s__Lacrimispora_saccharolytica|t__SGB4877"	0.0939278432798461	0.956682605103387	0.989739802220386	"diagnosis"
"s__Gemmiger_SGB15299|t__SGB15299"	-1.29682725435522	NA	NA	"diagnosis"
"s__Oscillibacter_SGB15077|t__SGB15077"	-0.196737871176954	0.95277547087998	0.989739802220386	"diagnosis"
"s__GGB9110_SGB14043|t__SGB14043"	0.0831790906211491	0.942583802507827	0.989739802220386	"diagnosis"
"s__Faecalibacillus_intestinalis|t__SGB6754"	-1.48763081130235	NA	NA	"diagnosis"
"s__Clostridiales_bacterium_CHKCI006|t__SGB7261"	0.147769483685163	NA	NA	"diagnosis"
"s__Lawsonibacter_sp_NSJ_52|t__SGB15125"	-0.473691822430378	0.834588449720348	0.989739802220386	"diagnosis"
"s__GGB9719_SGB15272|t__SGB15272"	-0.269713112423857	NA	NA	"diagnosis"
"s__GGB9646_SGB15123|t__SGB15123"	-0.351598054289684	0.543705304011351	0.989739802220386	"diagnosis"
"s__GGB80003_SGB14846|t__SGB14846"	-1.75796481553178	0.000785330351296474	0.00633010783160399	"diagnosis"
"s__GGB9469_SGB14863|t__SGB14863"	-0.530865739193893	0.361798256056749	0.989739802220386	"diagnosis"
"s__Clostridium_scindens|t__SGB4630"	0.00323176763809112	NA	NA	"diagnosis"
"s__Gemmiger_formicilis|t__SGB15305"	0.464181861185731	0.319336481247431	0.989739802220386	"diagnosis"
"s__GGB9063_SGB13982|t__SGB13982"	-0.299754321398239	NA	NA	"diagnosis"
"s__Alistipes_SGB2310|t__SGB2310"	0.540641824628245	0.218264985026511	0.976203454371623	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4739"	-3.74515495372662	2.82611332709424e-11	1.03647706271181e-09	"diagnosis"
"s__GGB9453_SGB14845|t__SGB14845"	-0.133031705092088	0.968106805851678	0.989739802220386	"diagnosis"
"s__Intestinimonas_timonensis|t__SGB29334"	0.207333144228607	0.587010620409768	0.989739802220386	"diagnosis"
"s__Flavonifractor_sp_An10|t__SGB15134"	-0.2053096857255	0.884859816381462	0.989739802220386	"diagnosis"
"s__Intestinimonas_butyriciproducens|t__SGB94999"	0.146568549859046	0.695139256143335	0.989739802220386	"diagnosis"
"s__Merdibacter_massiliensis|t__SGB29307"	0.116514162138175	0.753935560063152	0.989739802220386	"diagnosis"
"s__GGB3167_SGB4181|t__SGB4181"	-0.363032724771537	0.896643745415817	0.989739802220386	"diagnosis"
"s__Collinsella_SGB4121|t__SGB4121"	0.39136427230608	NA	NA	"diagnosis"
"s__GGB2982_SGB3964|t__SGB3964"	1.55699424594941	0.0133046103486019	0.0837676539974204	"diagnosis"
"s__GGB3511_SGB4688|t__SGB4688"	-2.44527061156713	8.23595979633554e-05	0.000833251932498223	"diagnosis"
"s__GGB2987_SGB3969|t__SGB3969"	2.11149994776488	NA	NA	"diagnosis"
"s__GGB32387_SGB47381|t__SGB47381"	4.36652154098365	8.72210133362536e-10	2.20609011317731e-08	"diagnosis"
"s__Candidatus_Timburyella_SGB14166|t__SGB14166"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Lachnoclostridium_edouardi|t__SGB29433"	-2.78029773557403	2.89946272144327e-08	5.74798893561795e-07	"diagnosis"
"s__GGB74510_SGB47635|t__SGB47635"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Christensenella_minuta|t__SGB14142"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Blautia_hansenii|t__SGB4798"	-0.0254115812906543	NA	NA	"diagnosis"
"s__Blautia_SGB15070|t__SGB15070"	-2.17055212643107	1.17864547164759e-06	1.80111761136147e-05	"diagnosis"
"s__Mesosutterella_multiformis|t__SGB9272"	-0.14651517125378	NA	NA	"diagnosis"
"s__GGB9575_SGB14988|t__SGB14988"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Amedibacillus_dolichus|t__SGB4035"	0.593172002066012	NA	NA	"diagnosis"
"s__Phascolarctobacterium_SGB5790|t__SGB5790"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Clostridium_butyricum|t__SGB4037"	-0.111819427474488	NA	NA	"diagnosis"
"s__GGB55957_SGB77276|t__SGB77276"	0.0734417399011858	0.853008454442865	0.989739802220386	"diagnosis"
"s__Collinsella_SGB47518|t__SGB47518"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Gordonibacter_pamelaeae|t__SGB14807"	-1.11859717746569	0.00136140045634959	0.0104185160749444	"diagnosis"
"s__Bilophila_SGB15451|t__SGB15451"	-1.83485694167298	1.83799892055471e-05	0.00023045678773109	"diagnosis"
"s__Parasutterella_SGB9260|t__SGB9260"	0.688638312684975	NA	NA	"diagnosis"
"s__GGB2980_SGB3962|t__SGB3962"	-0.643422503882564	0.0573347806236866	0.299324281761382	"diagnosis"
"s__Akkermansia_muciniphila|t__SGB9228"	0.643509254340362	0.828696003183809	0.989739802220386	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4614"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Massiliimalia_timonensis|t__SGB7253"	-1.8862849294032	0.000661779854057889	0.00548492116329335	"diagnosis"
"s__Streptococcus_SGB14137|t__SGB14137"	-4.78947386703097	2.01693124531914e-05	0.000248641860242284	"diagnosis"
"s__GGB9760_SGB15373|t__SGB15373"	-3.08981836788961	0.000345011739219814	0.00314367839400911	"diagnosis"
"s__Bacteroides_cutis|t__SGB1827"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9532_SGB14933|t__SGB14933"	2.1242546014893	0.000192572610133427	0.00183500843982015	"diagnosis"
"s__Emergencia_timonensis|t__SGB3970"	-0.39363959567372	0.84653337297013	0.989739802220386	"diagnosis"
"s__Bacteroides_heparinolyticus|t__SGB21589"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB3614_SGB4886|t__SGB4886"	-0.267490797622953	0.935905079845898	0.989739802220386	"diagnosis"
"s__Phocaeicola_massiliensis|t__SGB1812"	-1.19098138486453	NA	NA	"diagnosis"
"s__GGB4571_SGB6317|t__SGB6317"	-0.0716324722885588	0.975955485443624	0.989739802220386	"diagnosis"
"s__Bifidobacterium_catenulatum|t__SGB17241"	-0.193554658337075	0.926806522213466	0.989739802220386	"diagnosis"
"s__Bacteroides_ilei|t__SGB1889"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Clostridium_sp_AM49_4BH|t__SGB4652"	-3.1180729118667	0.34728776861779	0.989739802220386	"diagnosis"
"s__Eubacterium_sp_AF34_35BH|t__SGB5051"	-0.562213342082314	NA	NA	"diagnosis"
"s__GGB9524_SGB14923|t__SGB14923"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Streptococcus_salivarius|t__SGB8007_group"	-0.38149634132875	NA	NA	"diagnosis"
"s__GGB3001_SGB3992|t__SGB3992"	-0.545594226606908	0.814837573409108	0.989739802220386	"diagnosis"
"s__Clostridium_sp_AF34_13|t__SGB4659"	-0.360840182253536	0.913543707671119	0.989739802220386	"diagnosis"
"s__Butyricimonas_SGB15266|t__SGB15266"	0.157757928737906	0.932569750826989	0.989739802220386	"diagnosis"
"s__Streptococcus_parasanguinis|t__SGB8071"	-0.0801347663363983	0.924250536336712	0.989739802220386	"diagnosis"
"s__GGB80011_SGB15267|t__SGB15267"	-0.627868509791297	0.839453738433098	0.989739802220386	"diagnosis"
"s__Gemmiger_formicilis|t__SGB15300"	-2.07894002020516	NA	NA	"diagnosis"
"s__GGB3175_SGB4191|t__SGB4191"	-1.231336834483	NA	NA	"diagnosis"
"s__Dorea_sp_AF24_7LB|t__SGB4571"	2.76431636214717	0.00016061596430669	0.00156042132210539	"diagnosis"
"s__Roseburia_sp_BX1005|t__SGB4963"	-4.06226817674787	3.48161309248248e-10	1.00147576601408e-08	"diagnosis"
"s__Rikenellaceae_bacterium|t__SGB2317"	-0.802391556698107	0.809262388653481	0.989739802220386	"diagnosis"
"s__GGB9619_SGB15067|t__SGB15067"	0.423239709615534	NA	NA	"diagnosis"
"s__Staphylococcus_SGB6340|t__SGB6340"	-0.116611923396336	0.967596526494897	0.989739802220386	"diagnosis"
"s__GGB47687_SGB2286|t__SGB2286"	-0.850846108866474	0.696186860334903	0.989739802220386	"diagnosis"
"s__Haemophilus_pittmaniae|t__SGB9656"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Romboutsia_timonensis|t__SGB6148"	-1.14443065393019	NA	NA	"diagnosis"
"s__GGB1662_SGB2276|t__SGB2276"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Haemophilus_paraphrohaemolyticus|t__SGB9634"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Veillonella_atypica|t__SGB6936"	0.0143442526117079	NA	NA	"diagnosis"
"s__Turicibacter_bilis|t__SGB6847"	-0.51004721763414	NA	NA	"diagnosis"
"s__Lactobacillus_delbrueckii|t__SGB7020"	0.300151458284596	0.55084150700054	0.989739802220386	"diagnosis"
"s__Fournierella_massiliensis|t__SGB15280"	0.136618522624362	0.941016818206843	0.989739802220386	"diagnosis"
"s__GGB53985_SGB6367|t__SGB6367"	-0.29111350628142	0.813984237535061	0.989739802220386	"diagnosis"
"s__Ruminococcus_bovis|t__SGB4272"	0.155186258895232	0.957188440404296	0.989739802220386	"diagnosis"
"s__Eubacterium_SGB6276|t__SGB6276"	-0.207229963815604	0.950317624490982	0.989739802220386	"diagnosis"
"s__Enterobacter_hormaechei|t__SGB10130"	0.25727340908346	0.913777901260346	0.989739802220386	"diagnosis"
"s__Acinetobacter_SGB14792|t__SGB14792"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Slackia_isoflavoniconvertens|t__SGB14773"	-0.828636945505904	0.151510390181764	0.703372602521039	"diagnosis"
"s__GGB3005_SGB3996|t__SGB3996"	-0.711667369182176	0.783105186591043	0.989739802220386	"diagnosis"
"s__Lachnospiraceae_bacterium_OM04_12BH|t__SGB4893"	-0.61571401908628	NA	NA	"diagnosis"
"s__Clostridium_SGB4909|t__SGB4909"	0.378053528275263	0.909635334098531	0.989739802220386	"diagnosis"
"s__Lactococcus_lactis|t__SGB7985"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9559_SGB14969|t__SGB14969"	-1.6061053963074	1.91751655622422e-05	0.000238389558303468	"diagnosis"
"s__GGB35068_SGB47850|t__SGB47850"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Eubacterium_ramulus|t__SGB4960"	0.829140443931786	0.0643342032717575	0.331151846314626	"diagnosis"
"s__GGB9713_SGB15249|t__SGB15249"	-1.52354642117193	0.646175129585265	0.989739802220386	"diagnosis"
"s__Pseudomonas_aeruginosa|t__SGB12320"	0.247813067304317	0.940710801693423	0.989739802220386	"diagnosis"
"s__GGB9345_SGB14311|t__SGB14311"	0.00656045652086174	0.998427614671496	0.998736086777292	"diagnosis"
"s__Porphyromonas_SGB1979|t__SGB1979"	0.182641151831297	0.949662227044041	0.989739802220386	"diagnosis"
"s__GGB40351_SGB14301|t__SGB14301"	0.177352388260834	0.944830549466081	0.989739802220386	"diagnosis"
"s__GGB33928_SGB15225|t__SGB15225"	-0.744551812151044	0.763184186954567	0.989739802220386	"diagnosis"
"s__Anaerotruncus_massiliensis|t__SGB14965"	-0.0775879350454905	0.962688837030803	0.989739802220386	"diagnosis"
"s__GGB9210_SGB14149|t__SGB14149"	0.43188263786002	NA	NA	"diagnosis"
"s__GGB3818_SGB5183|t__SGB5183"	-0.206809380680102	0.902137189074515	0.989739802220386	"diagnosis"
"s__Methanobrevibacter_smithii|t__SGB714"	0.00529354299489169	0.998576548487923	0.998736086777292	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q3526|t__SGB4703"	-0.545143577119584	NA	NA	"diagnosis"
"s__Candidatus_Woodwardibium_gallinarum|t__SGB14953"	0.290412461773608	0.899236676600795	0.989739802220386	"diagnosis"
"s__Eubacterium_SGB4671|t__SGB4671"	-0.334407328431173	0.832997314852555	0.989739802220386	"diagnosis"
"s__GGB9343_SGB14307|t__SGB14307"	0.148943790186908	0.912794519157569	0.989739802220386	"diagnosis"
"s__GGB30455_SGB72339|t__SGB72339"	0.144349702205594	0.906942677969269	0.989739802220386	"diagnosis"
"s__GGB33512_SGB15202|t__SGB15202"	0.143676997873455	0.906080099732715	0.989739802220386	"diagnosis"
"s__GGB9501_SGB14898|t__SGB14898"	0.977191913730234	0.423716480189524	0.989739802220386	"diagnosis"
"s__GGB28474_SGB41058|t__SGB41058"	0.143169862623911	0.905429230932677	0.989739802220386	"diagnosis"
"s__GGB3537_SGB4727|t__SGB4727"	-1.73353875565277	0.0010921392050962	0.00861380760148455	"diagnosis"
"s__GGB9770_SGB15390|t__SGB15390"	1.98661978454291	0.00141826751216753	0.0107803027997397	"diagnosis"
"s__GGB3034_SGB4030|t__SGB4030"	2.10338012161484	0.00672777129212988	0.0452735802089657	"diagnosis"
"s__GGB51139_SGB71360|t__SGB71360"	2.99628006463562	5.45723969428313e-05	0.000606497775114648	"diagnosis"
"s__GGB2970_SGB3952|t__SGB3952"	-0.358851373809412	0.814109679831836	0.989739802220386	"diagnosis"
"s__Desulfovibrio_desulfuricans|t__SGB15463"	-0.592141750118026	0.858720294500133	0.989739802220386	"diagnosis"
"s__GGB9694_SGB15204|t__SGB15204"	1.09495283845278	0.143275590446696	0.667254892651756	"diagnosis"
"s__GGB9611_SGB15045|t__SGB15045"	-0.435062441986695	NA	NA	"diagnosis"
"s__Lawsonibacter_sp_NSJ_51|t__SGB15131"	0.580710968461253	0.861619813953383	0.989739802220386	"diagnosis"
"s__Neglectibacter_timonensis|t__SGB14851"	-0.116549639352837	0.820602480993952	0.989739802220386	"diagnosis"
"s__GGB9627_SGB15081|t__SGB15081"	-4.14018747096621	9.47786210373553e-14	4.08941873711177e-12	"diagnosis"
"s__GGB9237_SGB14179|t__SGB14179"	2.23043798250305	NA	NA	"diagnosis"
"s__Faecalicatena_SGB4872|t__SGB4872"	-0.916856733214383	0.0476652176114538	0.258025366184512	"diagnosis"
"s__Clostridiaceae_bacterium_H8|t__SGB4133"	0.828602212330167	0.0649368495256554	0.331948403632833	"diagnosis"
"s__Clostridiales_bacterium_Marseille_P2846|t__SGB29342"	0.820623732328186	0.0649415077318494	0.331948403632833	"diagnosis"
"s__Ruminococcus_sp_AF13_28|t__SGB4834"	0.264248424724545	NA	NA	"diagnosis"
"s__GGB9788_SGB15411|t__SGB15411"	0.809456242485225	0.0667450439665774	0.339982567704753	"diagnosis"
"s__GGB9092_SGB14022|t__SGB14022"	0.805996993943542	0.0673309198293987	0.341780136296636	"diagnosis"
"s__GGB9474_SGB14868|t__SGB14868"	2.3604805558141	0.000438059319920548	0.00378019424896143	"diagnosis"
"s__Oscillospiraceae_bacterium_NSJ_64|t__SGB82503"	0.434603487937001	0.465373359130548	0.989739802220386	"diagnosis"
"s__GGB42378_SGB59548|t__SGB59548"	0.788570384507594	0.0705486241473901	0.353224681311336	"diagnosis"
"s__Pseudoflavonifractor_capillosus|t__SGB15140"	1.55048901064426	0.00872136444082314	0.0566116886490599	"diagnosis"
"s__GGB2958_SGB3940|t__SGB3940"	0.774929847432983	0.0733683037572696	0.364851869870896	"diagnosis"
"s__Sutterella_sp_AM11_39|t__SGB9280"	0.232554202952817	0.906000629500017	0.989739802220386	"diagnosis"
"s__GGB9707_SGB15229|t__SGB15229"	-2.38810377930196	0.003882025553667	0.0272484760154521	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4781"	-0.0625049065278881	0.9271448620008	0.989739802220386	"diagnosis"
"s__Oscillibacter_valericigenes|t__SGB15076"	0.370956392331308	NA	NA	"diagnosis"
"s__Candidatus_Heteroscilispira_lomanii|t__SGB63278"	1.50841466433968	0.0027688991073498	0.0204119346255385	"diagnosis"
"s__Candidatus_Avimonas_narfia|t__SGB14941"	-3.00207846933311	3.65523593558322e-07	6.30850719705951e-06	"diagnosis"
"s__GGB3061_SGB4063|t__SGB4063"	0.677551246926443	0.100907270360951	0.479064613655391	"diagnosis"
"s__Cuneatibacter_caecimuris|t__SGB29380"	-0.692878790876423	0.0800068534518593	0.389933734265374	"diagnosis"
"s__Candidatus_Schneewindia_gallinarum|t__SGB63326"	-1.09202914433318	0.00700837983424971	0.0469465443691522	"diagnosis"
"s__GGB3032_SGB4027|t__SGB4027"	3.93308298990056	NA	NA	"diagnosis"
"s__GGB3004_SGB3995|t__SGB3995"	-0.252363328322988	0.883302670691182	0.989739802220386	"diagnosis"
"s__GGB9537_SGB14940|t__SGB14940"	2.57843792958464	5.38072251432425e-06	7.44671691369215e-05	"diagnosis"
"s__GGB38744_SGB14842|t__SGB14842"	-3.7472393385137	3.15785956758135e-14	1.54419332854728e-12	"diagnosis"
"s__Holdemania_massiliensis|t__SGB4044"	-0.5834176988885	NA	NA	"diagnosis"
"s__Eubacteriales_unclassified_SGB71281|t__SGB71281"	0.396887392327418	0.297921406018298	0.989739802220386	"diagnosis"
"s__GGB9529_SGB53518|t__SGB53518"	-0.607917494630009	0.811350533079114	0.989739802220386	"diagnosis"
"s__GGB9781_SGB66170|t__SGB66170"	-2.59540538980838	2.04257616184499e-08	4.22036511186845e-07	"diagnosis"
"s__Clostridium_perfringens|t__SGB6191"	2.1915741183221	7.17324308186028e-05	0.000746322524899931	"diagnosis"
"s__Clostridium_sp_1001270J_160509_D11|t__SGB6139"	0.0701303789605004	0.959751285431507	0.989739802220386	"diagnosis"
"s__Clostridium_paraputrificum|t__SGB6187"	0.184827709833179	0.938670773273711	0.989739802220386	"diagnosis"
"s__Limosilactobacillus_fermentum|t__SGB7106"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_12|t__SGB6077"	1.01227512391261	0.0253410322941916	0.145785468139526	"diagnosis"
"s__GGB79973_SGB14341|t__SGB14341"	-1.6028510137142	0.229916386706959	0.989739802220386	"diagnosis"
"s__Enterobacter_asburiae|t__SGB10141"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB74403_SGB53807|t__SGB53807"	2.75199124689	6.66820248102732e-05	0.000714033068588838	"diagnosis"
"s__GGB77016_SGB104875|t__SGB104875"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Providencia_alcalifaciens|t__SGB10002"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB1495_SGB2071|t__SGB2071"	0.175169826946275	0.958066891983897	0.989739802220386	"diagnosis"
"s__Bacteroides_oleiciplenus|t__SGB1850"	0.0681451756316121	0.983675461479753	0.993153408114795	"diagnosis"
