"feature"	"coef_CR"	"pval_CR"	"qval_CR"	"metadata"
"s__Campylobacter_SGB1823.t__SGB1823"	-0.0429718153362422	0.0997213355101228	0.443009812065819	"diagnosis"
"s__Bacteroides_pectinophilus.t__SGB5068"	-0.0429718153362419	0.0997213355101248	0.443009812065819	"diagnosis"
"s__GGB4706_SGB6513.t__SGB6513"	-0.0429718153362399	0.0997213355101406	0.443009812065819	"diagnosis"
"s__GGB1095_SGB1407.t__SGB1407"	-0.0429718153362386	0.0997213355101503	0.443009812065819	"diagnosis"
"s__GGB4580_SGB6330.t__SGB6330"	-0.0429718153362436	0.0997213355101119	0.443009812065819	"diagnosis"
"s__GGB4541_SGB6262.t__SGB6262"	-0.0429718153362436	0.0997213355101119	0.443009812065819	"diagnosis"
"s__GGB3146_SGB4159.t__SGB4159"	-0.0429718153362369	0.0997213355101633	0.443009812065819	"diagnosis"
"s__GGB4698_SGB6498.t__SGB6498"	-0.0429718153362396	0.0997213355101426	0.443009812065819	"diagnosis"
"s__GGB9200_SGB14139.t__SGB14139"	-0.0429718153362442	0.0997213355101071	0.443009812065819	"diagnosis"
"s__GGB6513_SGB9199.t__SGB9199"	-0.0429718153362436	0.0997213355101119	0.443009812065819	"diagnosis"
"s__GGB79845_SGB14005.t__SGB14005"	-0.0429718153362444	0.099721335510105	0.443009812065819	"diagnosis"
"s__GGB4700_SGB6506.t__SGB6506"	-0.0429718153362442	0.0997213355101071	0.443009812065819	"diagnosis"
"s__GGB4682_SGB6472.t__SGB6472"	-0.0429718153362409	0.0997213355101324	0.443009812065819	"diagnosis"
"s__GGB33665_SGB47358.t__SGB47358"	-0.0429718153362423	0.0997213355101214	0.443009812065819	"diagnosis"
"s__GGB4653_SGB6440.t__SGB6440"	-0.0429718153362407	0.0997213355101345	0.443009812065819	"diagnosis"
"s__Phocaeicola_barnesiae.t__SGB1897"	-0.0429718153362413	0.0997213355101296	0.443009812065819	"diagnosis"
"s__GGB4664_SGB6452.t__SGB6452"	-0.0429718153362436	0.0997213355101113	0.443009812065819	"diagnosis"
"s__GGB9267_SGB14218.t__SGB14218"	-0.0414288328356009	0.107837613836889	0.443009812065819	"diagnosis"
"s__GGB1458_SGB2021.t__SGB2021"	-0.0413737263177288	0.107942696814047	0.443009812065819	"diagnosis"
"s__GGB2977_SGB3959.t__SGB3959"	-0.357470123682421	0.0692951264787514	0.443009812065819	"diagnosis"
"s__Collinsella_SGB62935.t__SGB62935"	-0.0410981937283255	0.10826030337306	0.443009812065819	"diagnosis"
"s__GGB6544_SGB9242.t__SGB9242"	-0.0410981937283275	0.108260303373044	0.443009812065819	"diagnosis"
"s__GGB3513_SGB4691.t__SGB4691"	-0.0410981937283246	0.108260303373069	0.443009812065819	"diagnosis"
"s__GGB9424_SGB14794.t__SGB14794"	-0.0410981937283269	0.108260303373049	0.443009812065819	"diagnosis"
"s__Methanomassiliicoccaceae_archaeon_DOK.t__SGB381"	-0.0414288328356064	0.107837613836844	0.443009812065819	"diagnosis"
"s__GGB36590_SGB1964.t__SGB1964"	-0.0414288328356056	0.107837613836851	0.443009812065819	"diagnosis"
"s__GGB6470_SGB9153.t__SGB9153"	-0.0414288328356047	0.107837613836857	0.443009812065819	"diagnosis"
"s__GGB9637_SGB15111.t__SGB15111"	-0.041428832835605	0.107837613836856	0.443009812065819	"diagnosis"
"s__GGB13758_SGB9208.t__SGB9208"	-0.0414288328356018	0.107837613836882	0.443009812065819	"diagnosis"
"s__GGB3616_SGB4890.t__SGB4890"	-0.041428832835605	0.107837613836856	0.443009812065819	"diagnosis"
"s__Faecalitalea_cylindroides.t__SGB6790"	-0.0411533002462079	0.108224852563211	0.443009812065819	"diagnosis"
"s__GGB79912_SGB4550.t__SGB4550"	-0.0427513892647268	0.101456601678789	0.443009812065819	"diagnosis"
"s__Bacteroides_caecigallinarum.t__SGB95339"	-0.042751389264726	0.101456601678796	0.443009812065819	"diagnosis"
"s__Bacteroides_SGB63885.t__SGB63885"	-0.042751389264718	0.101456601678858	0.443009812065819	"diagnosis"
"s__Bacteroides_caecigallinarum.t__SGB1885"	-0.0427513892647253	0.101456601678801	0.443009812065819	"diagnosis"
"s__GGB6019_SGB8651.t__SGB8651"	-0.0433575609613961	0.0962600689713991	0.443009812065819	"diagnosis"
"s__Anaeromassilibacillus_sp_An172.t__SGB4271"	-0.0435779870329222	0.0940483306060561	0.443009812065819	"diagnosis"
"s__Pseudomonas_fragi.t__SGB12106"	-0.0439086261402017	0.0904253851577594	0.443009812065819	"diagnosis"
"s__Candidatus_Heritagella_gallinarum.t__SGB63347"	-0.0435779870329206	0.0940483306060676	0.443009812065819	"diagnosis"
"s__Alistipes_SGB5086.t__SGB5086"	-0.043577987032919	0.0940483306060793	0.443009812065819	"diagnosis"
"s__Extibacter_muris.t__SGB4633"	-0.0435779870329205	0.0940483306060688	0.443009812065819	"diagnosis"
"s__Bacteroides_stercoris.t__SGB1830"	-2.09418167195743	0.109876834303818	0.447527544098763	"diagnosis"
"s__Dorea_sp_AF24_7LB.t__SGB4571"	0.587134809006458	0.111704609664438	0.453317615947321	"diagnosis"
"s__GGB9759_SGB15370.t__SGB15370"	-0.528132197497706	0.112444258257159	0.454665913822426	"diagnosis"
"s__GGB3746_SGB5089.t__SGB5089"	-1.33923339941149	0.119155009102429	0.47018305605921	"diagnosis"
"s__Eggerthella_lenta.t__SGB14809"	-0.439965756959101	0.122821131162484	0.480941692552042	"diagnosis"
"s__Bifidobacterium_adolescentis.t__SGB17244_group"	-1.60404866460185	0.123771859365293	0.482969912768067	"diagnosis"
"s__Romboutsia_timonensis.t__SGB6148"	-0.796480392781246	0.116755483268019	0.467021933072077	"diagnosis"
"s__Bacteroides_caecigallinarum.t__SGB1886"	-0.428599801261814	0.115978495178473	0.465582736040201	"diagnosis"
"s__Bifidobacterium_dentium.t__SGB17234"	-0.218243518889835	0.122363985956722	0.480838761717259	"diagnosis"
"s__GGB3491_SGB4665.t__SGB4665"	-0.33641824257658	0.11923100794333	0.47018305605921	"diagnosis"
"s__Parabacteroides_goldsteinii.t__SGB1941"	-0.591812440262002	0.114875757008041	0.462820739425898	"diagnosis"
"s__Blautia_sp_OF03_15BH.t__SGB4779"	-0.433642411709836	0.117363669822162	0.467778055434048	"diagnosis"
"s__GGB9739_SGB15313.t__SGB15313"	-0.39914099613683	0.117855997109932	0.468068657561154	"diagnosis"
"s__Blautia_producta.t__SGB4785"	-0.136715142334883	0.125150695649531	0.48664869806577	"diagnosis"
"s__Negativibacillus_massiliensis.t__SGB14912"	1.07526033597106	0.12617180446253	0.488915742292305	"diagnosis"
"s__GGB9770_SGB15389.t__SGB15389"	-0.340832252393275	0.12773850279104	0.493273941573704	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB15252.t__SGB15252"	-0.269995803898401	0.128766571156485	0.495529287622889	"diagnosis"
"s__GGB4774_SGB6609.t__SGB6609"	-0.251533146599652	0.129338755890225	0.496020795785192	"diagnosis"
"s__Ruminococcus_torques.t__SGB4563"	-1.4722547403536	0.130497205747589	0.498205361933414	"diagnosis"
"s__Catenibacterium_SGB4425.t__SGB4425_group"	-0.842083506724776	0.130801228536282	0.498205361933414	"diagnosis"
"s__GGB9781_SGB66170.t__SGB66170"	-0.288591895413095	0.131685330651683	0.499866765330879	"diagnosis"
"s__GGB3004_SGB3995.t__SGB3995"	-0.278708502081912	0.132640867999359	0.501787148092492	"diagnosis"
"s__Bacteroides_fragilis.t__SGB1853"	1.17188202455098	0.133951759111297	0.505034335027728	"diagnosis"
"s__Clostridium_SGB4750.t__SGB4750"	-1.34670870985834	0.135559088745087	0.509373545587598	"diagnosis"
"s__Enterocloster_bolteae.t__SGB4758"	1.63645276082488	0.138591508132615	0.516166437440996	"diagnosis"
"s__Faecalibacterium_prausnitzii.t__SGB15342"	-1.52396382906143	0.140786431885227	0.516237873552722	"diagnosis"
"s__Oscillibacter_sp_PC13.t__SGB7258"	-0.197919959457605	0.14154909436123	0.516237873552722	"diagnosis"
"s__Victivallis_lenta.t__SGB9203"	-0.542021732378251	0.140080151236162	0.516166437440996	"diagnosis"
"s__Lachnoclostridium_sp_An131.t__SGB4775"	-0.229557513097731	0.138924665460218	0.516166437440996	"diagnosis"
"s__GGB9616_SGB15052.t__SGB15052"	-0.183081755592559	0.137551742597077	0.515126660195764	"diagnosis"
"s__Clostridium_SGB4648.t__SGB4648"	-0.373303226362148	0.141421785235963	0.516237873552722	"diagnosis"
"s__Anaerofustis_stercorihominis.t__SGB49059"	-0.14367036750361	0.13964201651283	0.516166437440996	"diagnosis"
"s__GGB2652_SGB3573.t__SGB3573"	-0.181801225445825	0.140141962853604	0.516166437440996	"diagnosis"
"s__GGB9677_SGB15180.t__SGB15180"	-0.174161277369031	0.142320918701219	0.517362036711922	"diagnosis"
"s__Roseburia_sp_AF02_12.t__SGB4938"	-1.04950581694765	0.143301872160319	0.519236653671807	"diagnosis"
"s__Mogibacterium_sp_BX12.t__SGB14854"	-0.275236607171183	0.143793557801332	0.519332072835878	"diagnosis"
"s__Prevotella_sp_885.t__SGB1677"	0.86453435051432	0.144456275058335	0.520042590210006	"diagnosis"
"s__Faecalibacillus_intestinalis.t__SGB6754"	-0.862188727176145	0.145133827979358	0.520801774999883	"diagnosis"
"s__GGB35551_SGB53794.t__SGB53794"	-0.182940920796881	0.148667550454147	0.531772392009064	"diagnosis"
"s__Lachnospiraceae_bacterium_OM04_12BH.t__SGB4893"	-0.758378993030064	0.150415391889796	0.532900245552421	"diagnosis"
"s__Collinsella_SGB1789.t__SGB1789"	-0.174504323061353	0.149926200392046	0.532858724960266	"diagnosis"
"s__GGB4750_SGB6579.t__SGB6579"	-0.146062097319457	0.149546912650821	0.532858724960266	"diagnosis"
"s__GGB3534_SGB4722.t__SGB4722"	0.346714009295656	0.151045263281206	0.533438334879194	"diagnosis"
"s__Alistipes_communis.t__SGB2290"	-0.842223640831375	0.154346678882377	0.542810774919578	"diagnosis"
"s__Mediterraneibacter_SGB48424.t__SGB48424"	-0.228369177272007	0.154671887477084	0.542810774919578	"diagnosis"
"s__Enterocloster_clostridioformis.t__SGB4760"	1.18682775723948	0.156902341778579	0.548912267789636	"diagnosis"
"s__GGB9512_SGB14909.t__SGB14909"	-0.569139776284738	0.158601415874296	0.553122437861606	"diagnosis"
"s__Candidatus_Pararuminococcus_gallinarum.t__SGB63327"	-0.379907403267429	0.160524384194472	0.558084774956481	"diagnosis"
"s__Ruthenibacterium_lactatiformans.t__SGB15271"	-1.38193542316948	0.16133591349069	0.55809019521957	"diagnosis"
"s__Alistipes_finegoldii.t__SGB2301"	-1.30413337257748	0.161526104888818	0.55809019521957	"diagnosis"
"s__GGB9602_SGB15031.t__SGB15031"	-0.338236060805516	0.162749389039697	0.560581228914511	"diagnosis"
"s__Lawsonibacter_sp_NSJ_52.t__SGB15125"	-0.535266739547515	0.163432104657813	0.561200703994215	"diagnosis"
"s__Dysosmobacter_sp_BX15.t__SGB15053"	-1.58279709960976	0.164381376048201	0.562728882422674	"diagnosis"
"s__Monoglobus_pectinilyticus.t__SGB4166"	0.840472930906086	0.17057912519061	0.582159950191807	"diagnosis"
"s__Parasutterella_SGB9260.t__SGB9260"	1.10490568805184	0.171288039655418	0.582417277132925	"diagnosis"
"s__Lachnospiraceae_bacterium_BX3.t__SGB4651"	-0.114306575440767	0.171698283312484	0.582417277132925	"diagnosis"
"s__GGB3538_SGB4728.t__SGB4728"	0.221298587789102	0.174461299860321	0.588758363383604	"diagnosis"
"s__Vescimonas_coprocola.t__SGB15089"	-1.28131777811324	0.175150337494047	0.588758363383604	"diagnosis"
"s__GGB34797_SGB14322.t__SGB14322"	-0.183577640470999	0.175144820002344	0.588758363383604	"diagnosis"
"s__GGB6612_SGB9346.t__SGB9346"	-0.392334653608105	0.178518866144726	0.598279443295838	"diagnosis"
"s__Bacteroides_finegoldii.t__SGB1862"	-1.83943761918823	0.181237370772772	0.605571574198842	"diagnosis"
"s__GGB9611_SGB15045.t__SGB15045"	-0.516160347232869	0.182184512818607	0.606919153150943	"diagnosis"
"s__Pseudoflavonifractor_capillosus.t__SGB15140"	0.445554716366335	0.183882380621971	0.608502486156168	"diagnosis"
"s__Turicibacter_sanguinis.t__SGB6846"	-0.364032195927663	0.183943647066089	0.608502486156168	"diagnosis"
"s__GGB79097_SGB105802.t__SGB105802"	-0.0950468341556659	0.184511708465076	0.608502486156168	"diagnosis"
"s__Alistipes_onderdonkii.t__SGB2303"	-1.28795077539935	0.184840808966793	0.608502486156168	"diagnosis"
"s__GGB51441_SGB71759.t__SGB71759"	-0.286880570403195	0.188135083236057	0.617525743798352	"diagnosis"
"s__GGB2970_SGB3952.t__SGB3952"	-0.280048145157966	0.189875503743059	0.621410739522739	"diagnosis"
"s__GGB9296_SGB14253.t__SGB14253"	-0.143873330344321	0.19064174645455	0.622094120009585	"diagnosis"
"s__Ruminococcus_bromii.t__SGB4285"	-1.3990167375783	0.195784848333056	0.635162473080495	"diagnosis"
"s__GGB32900_SGB53446.t__SGB53446"	-0.143060567121535	0.195597848016336	0.635162473080495	"diagnosis"
"s__Butyricimonas_faecalis.t__SGB1782"	-0.083788997781268	0.197367375525637	0.636595349961303	"diagnosis"
"s__GGB33469_SGB15236.t__SGB15236"	-0.550464504268264	0.197299656513962	0.636595349961303	"diagnosis"
"s__Escherichia_coli.t__SGB10068"	1.61546165362238	0.199350067561356	0.641137393079173	"diagnosis"
"s__Clostridium_SGB4909.t__SGB4909"	0.579305241063906	0.200955905677622	0.644444800966169	"diagnosis"
"s__Erysipelatoclostridium_ramosum.t__SGB6744"	0.879111256416755	0.20279611173957	0.648189494235019	"diagnosis"
"s__GGB3363_SGB4448.t__SGB4448"	-0.0863844923894217	0.203285235647183	0.648189494235019	"diagnosis"
"s__Clostridia_bacterium.t__SGB5191"	1.1423134655165	0.204114502820631	0.648979444865596	"diagnosis"
"s__GGB4564_SGB6302.t__SGB6302"	-0.086396653326276	0.205210214977829	0.650609658850164	"diagnosis"
"s__Longibaculum_muris.t__SGB6769"	0.338116853041027	0.207016109548717	0.654475859083195	"diagnosis"
"s__GGB3109_SGB4119.t__SGB4119"	-0.252142630498012	0.211932845953076	0.668127277072408	"diagnosis"
"s__Clostridium_sp_AF27_2AA.t__SGB4712"	-0.725503508403345	0.213164275951791	0.66915696657643	"diagnosis"
"s__Lachnospira_eligens.t__SGB5082"	-1.6435827832342	0.214507061764049	0.66915696657643	"diagnosis"
"s__Dorea_phocaeensis.t__SGB4572"	0.206848568469594	0.214537968015478	0.66915696657643	"diagnosis"
"s__Blautia_SGB15070.t__SGB15070"	-0.0658685715366738	0.215053567717265	0.66915696657643	"diagnosis"
"s__GGB33928_SGB15225.t__SGB15225"	-0.671104775129302	0.215257482975751	0.66915696657643	"diagnosis"
"s__Roseburia_hominis.t__SGB4936"	-1.20619724448313	0.21787674352836	0.671686314302899	"diagnosis"
"s__GGB9620_SGB15068.t__SGB15068"	0.329387151158595	0.217492112577027	0.671686314302899	"diagnosis"
"s__GGB9237_SGB14179.t__SGB14179"	0.263746022198824	0.217673396528472	0.671686314302899	"diagnosis"
"s__Coprococcus_eutactus.t__SGB5118"	-0.153405424470594	0.218563789032518	0.67194817785204	"diagnosis"
"s__Blautia_producta.t__SGB4791"	0.28695745838824	0.226347856001372	0.690175429774676	"diagnosis"
"s__Enterocloster_aldenensis.t__SGB4762"	1.04361404266246	0.225894543240934	0.690175429774676	"diagnosis"
"s__GGB80003_SGB14846.t__SGB14846"	-0.062584097471368	0.222456525351302	0.682037039263883	"diagnosis"
"s__Parabacteroides_massiliensis.t__SGB1945"	-0.0762715264789562	0.227502653169612	0.691039791939307	"diagnosis"
"s__Roseburia_sp_AM16_25.t__SGB4957"	-0.146407627141415	0.228488963463803	0.691039791939307	"diagnosis"
"s__Streptococcus_rubneri.t__SGB8056"	-0.075831046287653	0.228454477765377	0.691039791939307	"diagnosis"
"s__Flavonifractor_sp_An10.t__SGB15134"	-0.274810514789144	0.229261632961522	0.691502655094753	"diagnosis"
"s__GGB9782_SGB15403.t__SGB15403"	-0.0746892772231735	0.230595302817104	0.691785908451311	"diagnosis"
"s__GGB4716_SGB14929.t__SGB14929"	-0.0514408379345416	0.230482299502763	0.691785908451311	"diagnosis"
"s__Collinsella_SGB14987.t__SGB14987"	0.271637688634999	0.234428263665381	0.698928347573526	"diagnosis"
"s__GGB9537_SGB14940.t__SGB14940"	0.123875459974317	0.234854955501857	0.698928347573526	"diagnosis"
"s__Dialister_pneumosintes.t__SGB5842"	0.408835647527224	0.23439323796587	0.698928347573526	"diagnosis"
"s__Butyricimonas_paravirosa.t__SGB1785"	-0.373497450680306	0.236686402451282	0.702505385999018	"diagnosis"
"s__Clostridiales_bacterium.t__SGB15146"	-0.444738510748094	0.237530317836595	0.703140145107798	"diagnosis"
"s__Fusicatenibacter_saccharivorans.t__SGB4874"	-1.05829252015349	0.238639574444706	0.703327859910627	"diagnosis"
"s__GGB6518_SGB9205.t__SGB9205"	0.283340179872013	0.239614489991231	0.703327859910627	"diagnosis"
"s__Prevotella_timonensis.t__SGB1507"	-0.2018948258313	0.239373419699102	0.703327859910627	"diagnosis"
"s__Lawsonibacter_sp_NSJ_51.t__SGB15131"	0.283656899949839	0.240114618840456	0.703327859910627	"diagnosis"
"s__GGB79751_SGB6028.t__SGB6028_group"	0.542628723085141	0.242264883212001	0.707768611687416	"diagnosis"
"s__Blautia_producta.t__SGB4786"	-0.315635423608437	0.244118714640298	0.711322416549797	"diagnosis"
"s__Coprococcus_catus.t__SGB4670"	-0.731618503496484	0.246173898237165	0.71544289175176	"diagnosis"
"s__Faecalibacterium_prausnitzii.t__SGB15318"	-1.24098970608043	0.247269341777722	0.716759962140097	"diagnosis"
"s__GGB3109_SGB4643.t__SGB4643"	-0.498676030116738	0.249355443178063	0.720934390121033	"diagnosis"
"s__Lachnoclostridium_edouardi.t__SGB29433"	-0.137938222175709	0.2525457379559	0.728271430384455	"diagnosis"
"s__Hungatella_hathewayi.t__SGB4739"	-0.126924976626799	0.255870391162457	0.735957104477583	"diagnosis"
"s__Butyricimonas_SGB15260.t__SGB15260"	-0.503516066946882	0.256895242913196	0.737005375555595	"diagnosis"
"s__Bacteroides_caccae.t__SGB1877"	-1.11114793449638	0.261161628094108	0.745412728780113	"diagnosis"
"s__Massilimicrobiota_timonensis.t__SGB6767"	-0.301934792365601	0.261152004244156	0.745412728780113	"diagnosis"
"s__Candidatus_Schneewindia_gallinarum.t__SGB63326"	-0.0602681885413373	0.263340543441039	0.749714404286224	"diagnosis"
"s__Phocaeicola_vulgatus.t__SGB1814"	0.350723006822275	0.712039894403963	0.842255284382727	"diagnosis"
"s__Faecalibacterium_prausnitzii.t__SGB15332"	-1.00098095409354	0.345280283461196	0.751710565338512	"diagnosis"
"s__Bacteroides_thetaiotaomicron.t__SGB1861"	0.326738323986445	0.738868261808082	0.842255284382727	"diagnosis"
"s__Clostridium_fessum.t__SGB4705"	-0.557326196961721	0.472940682426706	0.751710565338512	"diagnosis"
"s__Ruminococcus_torques.t__SGB4608"	-0.693393839240704	0.385885880295052	0.751710565338512	"diagnosis"
"s__Flavonifractor_plautii.t__SGB15132"	0.651113208966762	0.404779456892881	0.751710565338512	"diagnosis"
"s__GGB9480_SGB14874.t__SGB14874"	0.703060280810139	0.309035925334407	0.751710565338512	"diagnosis"
"s__Ruminococcus_gnavus.t__SGB4584"	0.594907655514197	0.536136151912295	0.751710565338512	"diagnosis"
"s__Blautia_caecimuris.t__SGB4862"	0.77293144715837	0.272089143208156	0.751710565338512	"diagnosis"
"s__Clostridiales_bacterium.t__SGB15159"	0.742113293162534	0.456315938173372	0.751710565338512	"diagnosis"
"s__Dysosmobacter_welbionis.t__SGB15078"	-0.789814809926866	0.438287403113715	0.751710565338512	"diagnosis"
"s__GGB9534_SGB14937.t__SGB14937"	-0.633154654356068	0.310884476954123	0.751710565338512	"diagnosis"
"s__Lacrimispora_saccharolytica.t__SGB4701"	-0.194919483652044	0.740033227607628	0.842255284382727	"diagnosis"
"s__Intestinimonas_massiliensis.t__SGB15127"	0.298774137906354	0.610435129713144	0.78811366692113	"diagnosis"
"s__Clostridium_sp_C5_48.t__SGB4752"	0.0611987993044138	0.397288359529599	0.751710565338512	"diagnosis"
"s__GGB3819_SGB5184.t__SGB5184"	-0.531980339941825	0.271906940468335	0.751710565338512	"diagnosis"
"s__Clostridiales_bacterium_1_7_47FAA.t__SGB4763"	-0.40868046045786	0.434848653871305	0.751710565338512	"diagnosis"
"s__GGB9513_SGB14911.t__SGB14911"	0.0171458477406995	0.512639836867896	0.751710565338512	"diagnosis"
"s__Anaerostipes_hadrus.t__SGB4540_group"	-0.951765028754551	0.280740428664909	0.751710565338512	"diagnosis"
"s__Enterocloster_asparagiformis.t__SGB4724"	0.32317645750776	0.315939350836254	0.751710565338512	"diagnosis"
"s__Blautia_SGB4815.t__SGB4815"	-0.123403103972424	0.526586681794874	0.751710565338512	"diagnosis"
"s__Phocaeicola_dorei.t__SGB1815"	1.32248072484557	0.408252876278037	0.751710565338512	"diagnosis"
"s__Clostridium_symbiosum.t__SGB4699"	0.483156237577626	0.496018603472095	0.751710565338512	"diagnosis"
"s__Eisenbergiella_massiliensis.t__SGB4987"	-0.374728660225316	0.713299056034379	0.842255284382727	"diagnosis"
"s__Clostridiaceae_bacterium.t__SGB7256"	-0.140309638877984	0.372831260067918	0.751710565338512	"diagnosis"
"s__Phocaeicola_sartorii.t__SGB1813"	0.286765319029375	0.624453953065964	0.792215675354733	"diagnosis"
"s__Clostridium_sp_chh4_2.t__SGB4743"	0.0171458477406946	0.512639836868017	0.751710565338512	"diagnosis"
"s__Faecalibacterium_prausnitzii.t__SGB15323"	0.416582616759281	0.365462766841705	0.751710565338512	"diagnosis"
"s__Parabacteroides_distasonis.t__SGB1934"	-0.443565993929671	0.627954435738297	0.792215675354733	"diagnosis"
"s__Roseburia_inulinivorans.t__SGB4940"	-0.623053037100803	0.492506290313233	0.751710565338512	"diagnosis"
"s__Eubacterium_siraeum.t__SGB4198"	-0.728483152188554	0.490180425846222	0.751710565338512	"diagnosis"
"s__Parabacteroides_merdae.t__SGB1949"	-0.844626740141223	0.433813685981253	0.751710565338512	"diagnosis"
"s__Longicatena_caecimuris.t__SGB4041"	-0.196192507625929	0.621706751438145	0.792215675354733	"diagnosis"
"s__Streptococcus_SGB14888.t__SGB14888"	-0.1871179764053	0.655379009215382	0.810868042443865	"diagnosis"
"s__Bacteroides_faecis.t__SGB1860"	-0.509171463632387	0.687746130551993	0.828713255566944	"diagnosis"
"s__Eubacterium_rectale.t__SGB4933"	-0.8056056452045	0.367172912842035	0.751710565338512	"diagnosis"
"s__Eisenbergiella_sp_OF01_20.t__SGB4989"	0.0916291811258459	0.46412772228777	0.751710565338512	"diagnosis"
"s__Bacteroides_cellulosilyticus.t__SGB1844"	-0.8562553463455	0.526576762718474	0.751710565338512	"diagnosis"
"s__Bacteroides_xylanisolvens.t__SGB1867"	-0.473143837066961	0.725309664568834	0.842255284382727	"diagnosis"
"s__Massilioclostridium_coli.t__SGB29305"	-0.248108017670522	0.456389603444428	0.751710565338512	"diagnosis"
"s__Sutterella_wadsworthensis.t__SGB9286"	0.699715035112115	0.638723994999328	0.798226179640817	"diagnosis"
"s__GGB6574_SGB9290.t__SGB9290"	0.0189643628307319	0.451434542030804	0.751710565338512	"diagnosis"
"s__Enterocloster_lavalensis.t__SGB4725"	0.426546879041491	0.477983783148885	0.751710565338512	"diagnosis"
"s__Alistipes_dispar.t__SGB2311"	-0.143727010719392	0.626794389454547	0.792215675354733	"diagnosis"
"s__Dorea_longicatena.t__SGB4581"	-0.684821183511009	0.544671663188614	0.751710565338512	"diagnosis"
"s__Drancourtella_sp_An57.t__SGB4619"	0.167381615016027	0.358989234561066	0.751710565338512	"diagnosis"
"s__Akkermansia_muciniphila.t__SGB9226"	-0.807956340238732	0.384793758569331	0.751710565338512	"diagnosis"
"s__Acidaminococcus_intestini.t__SGB5736"	0.367439775216734	0.617849839742536	0.792215675354733	"diagnosis"
"s__GGB3267_SGB4317.t__SGB4317"	0.0101644872319952	0.687360483082718	0.828713255566944	"diagnosis"
"s__Pseudoflavonifractor_capillosus.t__SGB15161"	-0.311156198271423	0.288237492122075	0.751710565338512	"diagnosis"
"s__Bacteroides_salyersiae.t__SGB1857"	-0.722336088821005	0.301652708971004	0.751710565338512	"diagnosis"
"s__Bacteroides_sp_L10_4.t__SGB27790"	0.0325534043606803	0.685462724723806	0.828713255566944	"diagnosis"
"s__Bacteroides_fluxus.t__SGB1835"	0.405360791957893	0.37567235197495	0.751710565338512	"diagnosis"
"s__Alistipes_SGB2313.t__SGB2313"	-0.466112818154025	0.479106735217304	0.751710565338512	"diagnosis"
"s__Roseburia_intestinalis.t__SGB4951"	-0.379188632786386	0.741727480884473	0.842255284382727	"diagnosis"
"s__Streptococcus_thermophilus.t__SGB8002"	-0.216087299118245	0.552591902353794	0.751710565338512	"diagnosis"
"s__Escherichia_marmotae.t__SGB10064"	0.100665923335712	0.628945419681267	0.792215675354733	"diagnosis"
"s__Collinsella_aerofaciens.t__SGB14535_group"	-0.512015691027784	0.530275067311673	0.751710565338512	"diagnosis"
"s__Ruminococcus_lactaris.t__SGB4557"	-0.385413972196657	0.467541228830952	0.751710565338512	"diagnosis"
"s__Klebsiella_variicola.t__SGB10114"	0.0471683497864232	0.597796222737755	0.776298174941139	"diagnosis"
"s__Clostridium_sp_1001271st1_H5.t__SGB4757"	0.0560030189892278	0.629658363370968	0.792219541738444	"diagnosis"
"s__GGB9724_SGB15278.t__SGB15278"	0.0380467131823304	0.445854341849285	0.751710565338512	"diagnosis"
"s__GGB6601_SGB9333.t__SGB9333"	-0.324380724301132	0.559210836540284	0.751710565338512	"diagnosis"
"s__GGB1102_SGB1416.t__SGB1416"	0.198619921512268	0.49270393924983	0.751710565338512	"diagnosis"
"s__Clostridium_scindens.t__SGB4631"	-0.188369125672115	0.531467072093267	0.751710565338512	"diagnosis"
"s__Blautia_faecis.t__SGB4820"	-0.357720290620545	0.616078558433209	0.792215675354733	"diagnosis"
"s__Paraprevotella_clara.t__SGB1798"	-1.06208059221055	0.337571545295521	0.751710565338512	"diagnosis"
"s__Dysosmobacter_sp_NSJ_60.t__SGB15124"	0.557457529752941	0.534643815092177	0.751710565338512	"diagnosis"
"s__GGB1246_SGB1667.t__SGB1667"	0.0165396760440215	0.529098659568567	0.751710565338512	"diagnosis"
"s__GGB4248_SGB5746.t__SGB5746"	0.0165396760440221	0.529098659568552	0.751710565338512	"diagnosis"
"s__Ruminococcus_sp_BSD2780120874_150323_B10.t__SGB4290"	-0.171239694345412	0.319842526303867	0.751710565338512	"diagnosis"
"s__Lachnospira_pectinoschiza.t__SGB5075"	-0.734088017428568	0.459374954658716	0.751710565338512	"diagnosis"
"s__Bacteroides_gallinarum.t__SGB1828"	0.134621708367873	0.697924673623162	0.833922843429817	"diagnosis"
"s__Amedibacterium_intestinale.t__SGB4042"	0.210613265685543	0.625049366367804	0.792215675354733	"diagnosis"
"s__Phocea_massiliensis.t__SGB14837"	0.181103021697113	0.729895521165224	0.842255284382727	"diagnosis"
"s__GGB9364_SGB14339.t__SGB14339"	0.017366273812214	0.506215061012781	0.751710565338512	"diagnosis"
"s__Ruminococcaceae_bacterium_AM28_23LB.t__SGB14974"	0.142087514726238	0.388994765071623	0.751710565338512	"diagnosis"
"s__Hungatella_hathewayi.t__SGB4742"	-0.440393061302383	0.558493769471814	0.751710565338512	"diagnosis"
"s__Butyricimonas_virosa.t__SGB1784"	0.0875015775771661	0.733034487697964	0.842255284382727	"diagnosis"
